Website,Link,Tên xe,Giá,Ngày đăng,Tên người bán,Địa chỉ,Năm sản xuất,Tình trạng,Số Km đã đi,Kiểu dáng,Màu ngoại thất,Số chỗ ngồi,Mô tả,vehicle_type
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132903543.htm,Xe đạp điện H&M màu Đen,3500000,2026-06-10 18:10:54,Tên chưa cung cấp,"Quận 7, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Xe đạp điện H&M màu đen, thiết kế gọn gàng, phù hợp cho cả nam và nữ. 
 - Di chuyển tiện lợi. 
 - Phù hợp đi học, đi làm, dạo phố.",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/131492987.htm,Xe đạp điện 133s Đen,1600000,2026-06-10 17:36:48,Việt Tiến,"Huyện Thanh Oai, Hà Nội",,Đã sử dụng,,,,,Xe đạp điện mon men 133s xe hình thức tuong đối đẹp xe chạy rất khỏe hơn 40 km trên giờ bình ắp quy rất ngon ai thích thì alo minh nhé,xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132901879.htm,Xe đạp điện NKE BIKE Đen,3000000,2026-06-10 16:50:32,huỳnh Quốc Hải ,"Quận Tân Bình, Tp Hồ Chí Minh",,Đã sử dụng,,,,,xe đạp điện nkebike. cũ giá 3tr xem xe tại 21b bùi thế Mỹ phường bảy hiền tphcm ,xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132622571.htm,Xe đạp điện SONSU màu Đỏ,3400000,2026-06-10 15:47:35,HOÀNG MẠNH ,"Quận 12, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Xe đạp điện SONSU màu đỏ, thiết kế trẻ trung, phù hợp cho cả nam và nữ.
 - Di chuyển nhẹ nhàng, tiết kiệm chi phí.
 - Động cơ bền bỉ, an toàn khi sử dụng.
 - Xe sẵn sàng lăn bánh.",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132899569.htm,Xe đạp điện Pega Đỏ,1800000,2026-06-10 15:14:08,mua bán hàng cũ ,"Huyện Củ Chi, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Xe đạp điện Pega màu đỏ, kiểu dáng trẻ trung, phù hợp đi học, đi làm.
- Xe hư bình, cần thay mới.
- Ngoại hình như hình, còn khá mới.",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132897306.htm,Xe đạp điện màu Đen,3200000,2026-06-10 13:41:41,Nguyễn Thạnh,"Huyện Bình Chánh, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"xe đạp điện như hình,xe còn đủ các chức năng,xe đi đc 25-30km cho 1lan sạc, giá 3tr200.",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132895568.htm,Xe đạp điện màu Đen Đã qua sử dụng,5000000,2026-06-10 12:14:56,Thuận Trần,"Quận 12, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Xe đạp điện màu đen, đã qua sử dụng.
- Xe đang dùng tốt, vận hành ổn định.
- Giá 5 triệu.",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132894835.htm,Xe đạp điện màu Tím còn đẹp y hình,2900000,2026-06-10 11:41:07,thùy dương,"Thành phố Vĩnh Long, Vĩnh Long",,Đã sử dụng,,,,,"Xe đạp điện màu tím, thiết kế phù hợp cho cả nam và nữ. 
 - Xe nhỏ gọn, dễ điều khiển. 
 - Tiện lợi di chuyển trong thành phố. 
 - Động cơ bền bỉ, tiết kiệm điện.
  - Bình khỏe xe đẹp mua về chạy liền cần thanh lý nhanh lẹ giá rẻ ",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132894285.htm,Xe đạp điện LIHAZE Chở thú cưng Vàng,9500000,2026-06-10 11:21:50,Xe điện,"Quận Gò Vấp, Tp Hồ Chí Minh",,Mới,,,,,"LIHAZE CHỞ THÚ CƯNG giá bán 9,5 triệu, thiết kế độc đáo có khoang chở thú cưng tiện lợi. Xe sử dụng động cơ 400W, tốc độ khoảng 25-35km/h, pin Lithium 48V-15Ah, một lần sạc đi được khoảng 40-45km, tải trọng tối đa 120kg, kiểu dáng nhỏ gọn và thời trang. 🐶💖🚲",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132893309.htm,Xe đạp điện M133 màu Đỏ đã dùng,3800000,2026-06-10 10:48:36,Xe Điện việt Trung,"Quận Tân Phú, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Xe điện m133 qua sử dụng , mọi chức năng còn bình thường",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132891634.htm,Xe đạp điện màu Đen đã sử dụng,3000000,2026-06-10 09:58:02,Long Thanh,"Huyện Bình Chánh, Tp Hồ Chí Minh",,Đã sử dụng,,,,,xe đạp điện đang đi lại bình thường bao test,xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/131212647.htm,Xe đạp điện V1 GÓP TƯ NHÂN KHÔNG QUA BANK,2500000,2026-06-10 09:02:14,THIỆN ĐIỆN MÁY TRẢ GÓP ,"Quận 12, Tp Hồ Chí Minh",,Mới,,,,,"XE ĐẠP ĐIỆN TRẢ GÓP – KHÔNG QUA NGÂN HÀNG
GIÁ TRÊN LÀ GIÁ GÓP BAO NX
Giải pháp cho gia đình bận rộn – có máy giặt ngay, không cần trả nhiều tiền một lần.


👉 Bên mình hỗ trợ trả góp cực dễ.

✔ Không cần trả trước
✔ Không qua ngân hàng
✔ Duyệt nhanh – có máy trong ngày
✔ Góp linh hoạt tuần hoặc tháng
✔ Chỉ cần CCCD photo

Dù bạn là:
🏠 Nhà thuê
👷 Công nhân
👨‍👩‍👧 Gia đình nhỏ

Bên mình đều hỗ trợ nhiệt tình.

 nhiều mẫu mã đẹp – tiết kiệm điện – bền bỉ
Phù hợp cho phòng trọ, gia đình, sinh viên.

📞 LIÊN HỆ NGAY: *** (Có Zalo)
Để được tư vấn mẫu máy giặt phù hợp và duyệt hồ sơ nhanh trong ngày.",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132624814.htm,Xe đạp điện Ti8 yadia 4 bình một lần sạc đi30 .40k,3900000,2026-06-10 08:03:47,Quách khải tuấn,"Quận Bình Thạnh, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Xe đạp điện i8 yadia màu kem nhạt, thiết kế nhỏ gọn, tiện lợi di chuyển trong phố. 
 - Xe 2 chỗ ngồi, phù hợp đi học, đi làm. 
 - Động cơ bền bỉ, tiết kiệm điện
một lận sạc 35 . 45km
mua bán tại mhaf.",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132888515.htm,"Xe đạp điện màu Xanh, Đen",3800000,2026-06-10 07:18:18,Sơn Nguyễn,"Thành phố Thuận An, Bình Dương",,Đã sử dụng,,,,,"xe đạp điện kiễng nhẹ phù hợp cho bé trai đi học. 
động cơ mạnh mẽ. 
chức năng đèn còi đầy đủ .
bình chạy 30-35km. 
",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132888506.htm,Xe đạp điện HURAI Xanh đậm,5500000,2026-06-10 07:17:53,minhluan Nguyen,"Huyện Hóc Môn, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Xe đạp điện HURAI màu xanh đậm, thiết kế trẻ trung, năng động. 
 - Di chuyển nhẹ nhàng, tiện lợi. 
 - Phù hợp đi học, đi làm.",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132883360.htm,Xe đạp điện màu Xanh nhạt,4200000,2026-06-09 18:49:35,Dan choi am thanh,"Huyện Nhà Bè, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Xe đạp điện màu xanh nhạt, thiết kế nhỏ gọn, tiện lợi di chuyển trong thành phố. 
 - Xe chạy êm, tiết kiệm điện. 
 - Phù hợp đi học, đi làm.
Bình con rất ngon nha anh em",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/131289586.htm,Xe điện 133 PLUSS đẹp bh 6 tháng siêu siêu,3700000,2026-06-09 17:20:50,Luuducthang,"Quận Đống Đa, Hà Nội",,Đã sử dụng,,,,,"Cửa hàng Đức Thắng  xe đạp , xe điện 163 phố Nguyễn Lương Bằng Đống Đa Hà Nội đang bán em  xe  đạp điện M133  Pluss .
* Xe siêu đẹp , bình cực ngon , đã bảo dưỡng. 
* Chạy 4 bình 12 A ngon , nên đi tầm 30 cây nếu sạc đầy .
*Liên hệ qua ZALO : *** , hoặc đt theo số  trên  mình tư vấn thêm cho .
* SHIP COD MỌI MIỀN TỔ QUỐC
* Cửa hàng phục vụ 24/24 , nếu đóng cửa liên hệ theo số trên , mình sẽ phục vụ nhiệt  tình .
* Chuyên mua , bán , sửa các loại xe đạp , xe điện có bảo hành",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132879623.htm,Xe đạp điện trợ lực Forever Xám 2025,9678000,2026-06-09 15:44:42,Huy,"Quận 11, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Xe đạp điện Forever màu xám sử dụng chưa tới 1 năm, thiết kế gọn gàng, phù hợp cho cả nam và nữ. 
 - Di chuyển nhẹ nhàng, tiện lợi. 
 - Động cơ bền bỉ, tiết kiệm điện. 
 - Xe còn tốt, sẵn sàng sử dụng.
 - Xe mua về ít đi giờ bán lại cho ai cần 
 - Xe nhập toàn phần bên nội địa Trung 
 - xe sử dụng trục láp khi đạp sẽ không bị dính dầu nhớt vô quần
- Dung lượng pin lớn 48v25Ah (pin mua phân khúc cao nhất) có thể đi trên 70km 1 lần sạc
- Tốc động nhanh 50km đỗ lại
- Xe gấp gọn tiện lợi bỏ lên cốp xe đi Du lịch khi cần xe nhỏ gọn 
- bánh xe 14inch
- Trọng Lượng 23kg
- Xe nhà ít đi xin mời bà con

",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132878110.htm,Xe đạp điện màu Đen,3700000,2026-06-09 14:40:53,Sang,"Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",,Đã sử dụng,,,,,thanh lý xe như hình . bình pin chạy bao bền . gía công khai 3t7,xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/121453067.htm,Xe đạp điện asama 4 bình,4200000,2026-06-09 10:43:15,xe đạp điện   xe điện,"Quận Gò Vấp, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Bán xe đạp điện asama, bình điện đi quãng đường 30km

Bảo hành 3 tháng

Giao xe tận nơi",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132872546.htm,"Xe đạp điện Yadea i8 , Xe Mới Bao Êm, Sạc Đầy Đủ",8500000,2026-06-09 10:34:31,Duy Khánh,"Quận 12, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Thanh Lý Thu Hồi Vốn  Xe Đạp Điện Yadea, Mới 90% 
🍓 Có Sạc Zin Đầy Đủ
--  Xe Máy  Mượt Bao Lướt
🍓 Dòng Xe Đi Bền
🩷Xe Đầy Đủ Chức Năng 
🩵ACE có nhu cầu liên hệ bên E ạ",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132870534.htm,Xe đạp điện Yamaha màu Đen,3500000,2026-06-09 09:19:26,Gialâm,"Huyện Trảng Bom, Đồng Nai",,Đã sử dụng,,,,,Xe đap điên như hinh ko sư dung bán cho ai cần. xe bình mơi chay 35_40 cây xac 1lân,xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132868354.htm,Xe đạp điện 133 màu Đen,5000000,2026-06-09 07:03:34,Lê Ngọc Tấn Tài,"Quận Liên Chiểu, Đà Nẵng",,Đã sử dụng,,,,,"bán xe điện 133 ạ 
đèn sáng còi kêu hai bánh quay đều",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132864809.htm,Xe đạp điện màu Đen,5000000,2026-06-08 20:20:50,Gia Lai,"Thành phố Dĩ An, Bình Dương",,Đã sử dụng,,,,,"Bé lên cấp 3 đổi xe máy vco bé nên bán cho ae nào cần, xe mới thay bình mới luôn nha",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132864555.htm,Xe đạp điện SONSU 510 Đỏ,5000000,2026-06-08 20:02:54,Trần thị phương thảo ,"Quận 12, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Xe đạp điện SONSU 510 màu đỏ, thiết kế trẻ trung, phù hợp cho cả nam và nữ. 
 - Động cơ bền bỉ, vận hành êm ái. 
 - Quãng đường di chuyển tốt. 
 - Tiện lợi cho việc đi lại hàng ngày.",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132863907.htm,Xe đạp điện thanh lý k1 trắng hồng,7500000,2026-06-08 19:17:34,Huy,"Quận Bình Tân, Tp Hồ Chí Minh",,Đã sử dụng,,,,,xe đạp điện thanh lý lại giá siêu mềm xe chạy rất em cho khách hàng tới kiểm tra Bình tại nhà yên tâm xe kèm rổ như hình kèm sạc zin,xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132699759.htm,Cần bán xe điện cũ Newber ✅..bình khoẻ,3800000,2026-06-08 18:56:01,XE ĐIỆN CŨ SÓNG THẦN ,"Thành phố Thủ Đức, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Cần bán xe điện cũ Newber ✅giá:3tr800..bình khoẻ ,khoảng 20-25km/1 lần xạc.Xe Ngay gầm cầu vượt sóng thần.",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132863331.htm,Xe đạp điện ASAMA Xanh Đã sử dụng,1500000,2026-06-08 18:37:56,Tấn Phát,"Quận Bình Tân, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"mình cần bán do k dùng nữa
xe còn chạy bth sạc bth đi đc khoảng 5km do bình yếu r 
về thay bình là ngon luôn 
mình còn fix cho ae nhanh gọn lẹ",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132860951.htm,Xe đạp điện K1 Hồng,7900000,2026-06-08 16:23:43,Nguyễn Thạnh,"Huyện Bình Chánh, Tp Hồ Chí Minh",,Đã sử dụng,,,,,xe đạp điện k1 5 bình lớn xe đẹp còn đủ các chức năng xe chạy mượt bình khỏe xe đi đc 45-50km cho 1lan sạc giá 7tr900.,xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132547727.htm,cần bán xe mới,12500000,2026-06-08 13:38:47,Minh Quang,"Thành phố Thủ Đức, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Bán xe DV mono chính hãng vn 
Xe chạy bình 12v20a 
Xe mới 100% Bh 12 tháng",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132368440.htm,Xe đạp điện Lehe K2 Xanh lá,3900000,2026-06-08 13:20:21,Quách khải tuấn,"Quận Bình Thạnh, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Xe điện gấp Lehe K2 màu xanh lá, thiết kế nhỏ gọn, tiện lợi di chuyển trong phố. 
 - Dễ dàng gấp gọn, mang theo. 
 - Động cơ mạnh mẽ, quãng đường di chuyển tốt. 
 - Phù hợp cho đi làm, đi học.
nai nhường lại cho ai cần
",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132853085.htm,Xe đạp điện 133s màu Đỏ,4300000,2026-06-08 11:01:48,Nam Đức,"Quận Thanh Khê, Đà Nẵng",,Đã sử dụng,,,,,"Xe đaph điện 133s 4 bình lớn màu đỏ 
 - Thiết kế nhỏ gọn, dễ điều khiển.
 - Bình điện lớn theo xe còn 70% đi khoảng 20-30km/sạc
 - Tiện lợi di chuyển trong thành phố. 
 - Động cơ bền bỉ, tiết kiệm điện.",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/131185068.htm,Xe đạp điện M133 Đa dạng màu,7950000,2026-06-08 11:01:38,Khánh Duy,"Quận Sơn Trà, Đà Nẵng",,Mới,,,,,"Xe đạp điện M133 cửa hàng về đủ màu, mẫu xe quốc dân, đèn led, phù hợp với mọi lứa tuổi
                     ❤️có hỗ trợ trả góp❤️
✅Hỗ trợ trả trước 0đ, khách đủ 18 tuổi
✅Nhận quẹt thẻ tín dụng
 🏡 405 Ngô Quyền, Đà Nẵng
📞***",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132852518.htm,Xe đạp điện Nhật Bản màu Đỏ,2930000,2026-06-08 10:43:34,XE ĐIỆN LONG XUYÊN,"Thành phố Long Xuyên, An Giang",,Đã sử dụng,,,,,japan.Chạy ngon bình mới .Mọi thứ hoàn hảo mua về sử dụng dụng. Máy nhôm bao ngon.Còn đi học vợ đi chợ. Đi nhậu khá ok khỏi tốn gặp.Xem không ưng ý mình mời cafe trà sữa giao lưu. Chúc sức khỏe đến với mọi người. ,xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/120858103.htm,Xe đạp điện moka,7200000,2026-06-08 09:45:15,xe đạp điện   xe điện,"Quận Gò Vấp, Tp Hồ Chí Minh",,Mới,,,,,"• Bán xe đạp điện mới 100%, bình điện đi được quãng đường 50-60km,khóa điều khiển bằng remote

	• Bảo hành 1 năm

	• Giao xe tận nơi",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/130932712.htm,Xe trợ lực MỚI chính hãng 😀,8800000,2026-06-08 07:12:25,Tuấn Trần,"Thành phố Thủ Đức, Tp Hồ Chí Minh",,Mới,,,,,"Thương hiệu YuBu Huizhou ( công ty sản xuất trực tiếp ) shop có 3 bản
- Yu7🚲 ( xe trắng )
- GT900🚲 ( xe đen )
- G63🚲 ( xe xanh )
👺Xe mới ❤️
Ace vui lòng gọi hoặc nhắn em qua sdt ạ
⭐️Mở/khóa bằng thẻ NFC
-Pin tháo rời/liền thân
-Truyền động Shimano ( nhanh , mượt )
-Mâm 24-26inch 2 phanh đĩa.
-Động cơ 400w,60nm, không chổi than.
-Sườn thép cacbon siêu bền chịu tải lên đến 180kg
-Pin lithium 10AH ( lõi pin loại A ) sạc 4h
quảng đường 30km tốc độ 30km/h
Thương hiệu YuBu Huizhou shop có 3 bản
- Yu7🚲 ( xe trắng )
- GT900🚲 ( xe đen )
- G63🚲 ( xe xanh )",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/131689557.htm,Xe đạp điện Tai LG Gr 56 Trắng tuyết,1178000,2026-06-08 06:27:40,Huy Đồng,"Quận 8, Tp Hồ Chí Minh",,Mới,,,,,"Xe đạp điện Tai LG Gr 56 màu trắng tuyết công suất 500W 5 bình lớn
 Trả góp bao nợ xấu
Thủ tục nhanh chóng 
Ko giữ CMND/CCCD
Bảo mật thông tin khách hàng
Hỗ trợ 0 trả trước
Bảo hành chính hãng 2 năm
Không chi phú phát sinh",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132393174.htm,XE ĐẠP ĐIỆN SONCO LYN - PHÚC DŨNG,15500000,2026-06-07 23:40:24,Đình Đình,"Quận 8, Tp Hồ Chí Minh",,Mới,,,,,"🚀 SONCO LYN – Chuẩn phong cách, dẫn đầu xu hướng
📱 Công nghệ thông minh – Kết nối dễ dàng
Tích hợp App điều khiển bằng giọng nói tiếng Việt, kết nối điện thoại nhanh chóng:
✔ Theo dõi tình trạng pin
✔ Định vị xe chính xác
✔ Khóa/mở xe từ xa
✔ Quản lý hành trình
✔ Cảnh báo & báo lỗi tức thì
⚡ Di chuyển êm ái – Tiết kiệm – Tiện lợi
Phù hợp đi làm, đi học, dạo phố mỗi ngày.
✨ SONCO LYN – Nhẹ nhàng lướt phố,
SẴN XE TẠI CỬA HÀNG 😍
BẢO HÀNH 1 năm: BÌNH, IC, ĐỘNG CƠ, KHUNG SƯỜN",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132846656.htm,Xe đạp điện màu Đỏ,2500000,2026-06-07 22:06:18,Quỳnh Hương,"Quận Bình Tân, Tp Hồ Chí Minh",,Đã sử dụng,,,,,mình cần bán xe đạp điện như hình xe vẫn chạy tốt (con mình lên đại hoc rồi ko đi nữa ) mình bán giá 2triêu 500k không bao sip ko trả giá ace nào cần thì liên hệ với mình ,xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132846287.htm,BÁN lại: xe đạp điện Giá: 3tr800 bình khỏe  xe ở C,3800000,2026-06-07 21:29:18,XE ĐIỆN HUY BẢO ,"Thành phố Dĩ An, Bình Dương",,Đã sử dụng,,,,,"BÁN lại: xe đạp điện
Giá: 3tr800 bình khỏe 
xe ở Cầu Vượt Sóng Thần quốc lộ 1A 
☎️LH: ***",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132845084.htm,BÁN lại: xe đạp điện Mima Giá: 3tr800 bình khỏe,3800000,2026-06-07 19:49:47,XE ĐIỆN HUY BẢO ,"Thành phố Dĩ An, Bình Dương",,Đã sử dụng,,,,,"BÁN lại: xe đạp điện mima 
Giá: 3tr800 bình khỏe 
xe ở Cầu Vượt Sóng Thần quốc lộ 1A 
☎️LH: 👍",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132844780.htm,Xe đạp điện VC Trắng kem Đã sử dụng,7800000,2026-06-07 19:24:48,bao,"Quận 3, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"xe đạp điện dòng VC 2025 5binh xe hoat động mọi thứ điều tốt,còn 89% ,bình sạc đầy đủ",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132844743.htm,Xe đạp điện DYDXE Nhiều màu,4200000,2026-06-07 19:21:22,Nguyễn Ngọc,"Quận Thanh Khê, Đà Nẵng",,Đã sử dụng,,,,,"Xe đạp điện DYDXE nhiều màu, thiết kế hiện đại, phù hợp cho cả nam và nữ. 
 - Động cơ bền bỉ, vận hành êm ái. 
 - Di chuyển tiện lợi trong thành phố. 
 - Tiết kiệm chi phí.
xe mua đc 2,5 nhưng đi 19 lần(sạc đúng giờ) 
có thể đến test xe hoặc đem ra tiệm( bao test thoải mái",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132832624.htm,XE MỚI ĐÃ ĐU BÌNH ĐIÊN. GIÁ GOP NHÉ ,5700000,2026-06-07 18:39:23,Minh,"Quận Bình Tân, Tp Hồ Chí Minh",,Mới,,,,,V1 MỚI HÀNG HOTTREN XỊN XO CHẤT LƯỢNG TỐT. MOI CHỨC NĂNG ĐÂY ĐU. ĐA BAO GỒM BÌNH ĐIÊN. LH 539/15 HƯƠNG LÔ 3.PHƯỜNG BÌNH HƯNG HOA QUÂN BÌNH TÂN. ,xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132843503.htm,Xe đạp điện màu Đen,1900000,2026-06-07 17:48:13,Huỳnh Đức,"Quận Hải Châu, Đà Nẵng",,Đã sử dụng,,,,,Cáp xe xe đạp điện 1tr9 đi bình thường dòng này đi siêu bền ít nhựa cần lh e ***,xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132842984.htm,Xe đạp điện màu Cam,4500000,2026-06-07 17:17:18,Gia Linh Nguyen,"Quận 8, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Xe đạp điện màu cam, thiết kế năng động, phù hợp cho cả nam và nữ. 
 - Xe chạy rất ngon nhưng chủ ít chạy
 - Pin trâu
Chạy mượt chở hai người lên cầu vô tư",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132841471.htm,Xe đạp điện Ninja màu Xám,5700000,2026-06-07 16:03:56,linh anh ,"Thành phố Thuận An, Bình Dương",,Đã sử dụng,,,,,"Xe đạp điện Ninja màu xám, thiết kế thể thao, cá tính. 
 - Động cơ mạnh mẽ, vận hành êm ái. 
 - Quãng đường di chuyển tốt. 
 - Phù hợp đi học, đi làm.",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132841362.htm,Xe đạp điện Hitasa màu Xanh,5500000,2026-06-07 15:59:46,linh anh ,"Thành phố Thuận An, Bình Dương",,Đã sử dụng,,,,,"Xe đạp điện Hitasa màu xanh, thiết kế nhỏ gọn, phù hợp đi lại trong thành phố. 
 - Xe chạy êm, tiết kiệm điện. 
 - Dễ dàng điều khiển, an toàn khi sử dụng.",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132839592.htm,Xe đạp điện Before All Đen,5000000,2026-06-07 14:37:53,Phạm hùng,"Huyện Đạ Huoai, Lâm Đồng",,Đã sử dụng,,,,,"Xe điện beforer all
Xe đã bảo dưỡng ful, lốp trước sau mới, phuộc, đèn bao sáng, ic đúc, pin lfp chống cháy bảo hành 2 năm hãng, đèn còi đầy đủ",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132612310.htm,XE MỚI HÃNG PEGA. ĐÃ BAO GỒM BÌNH ĐIÊN,12900000,2026-06-07 12:51:49,Minh,"Quận Bình Tân, Tp Hồ Chí Minh",,Mới,,,,,XE MỚI HÀNG CÔNG TY PEGA CHẤT LƯỢNG TỐT. MOI CHỨC NĂNG ĐÂY ĐU. ĐA BAO GỒM BÌNH ĐIÊN. LH 539/15 HƯƠNG LÔ 3.PHƯỜNG BÌNH HƯNG HOA QUÂN BÌNH TÂN ,xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132835706.htm,Xe đạp điện Osakar Mandi Đen,12000000,2026-06-07 11:24:14,Nguyễn Công Bằng,"Quận Bình Thạnh, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Xe đạp điện OSAKAR MANDI màu đen, thiết kế nhỏ gọn, phù hợp di chuyển trong phố.
 - Động cơ 48V-500W, vận hành êm ái.
 - Trọng lượng 80kg, dễ dàng điều khiển.
 - Tiết kiệm nhiên liệu, thân thiện môi trường.
 - đi 1000km ( mới thay bình )",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/129037726.htm,Xe đạp điện 4 bình,3000000,2026-06-07 10:38:19,xe đạp điện   xe điện,"Quận Gò Vấp, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"Bán xe đạp điện, bình điện đi quãng đường 30km

Bảo hành 3 tháng

Giao xe tận nơi",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132519052.htm,Xe đạp điện Dylaxe X1 Trắng 5 bình lớn odo 750km,9700000,2026-06-07 10:30:09,thành loc ,"Quận Bình Tân, Tp Hồ Chí Minh",,Đã sử dụng,,,,,"xe đạp điện dylaxe x1 5 bình lớn xe mới tốc độ 55kmh
odo 750km mua dc 2. 3 tháng chạy chán bán 
👉tải trọng lên đến  180kg  

👉quãng đường đi 60 70km   1 lần sạc 

👉kết nối loa bluetooth , tiếng pô giả lập on /off  fom đẹp mạnh 

👉động cơ 1200w

👉nhiều công nghệ cao xe cứng cáp chạy đầm 

👉giá 9t7

 xem xe bình tân hcm 

zálo :***",xe_dap_dien
chotot.com,https://xe.chotot.com/mua-ban-xe-dap/132834132.htm,Xe đạp điện màu Tím Đã sử dụng,2050000,2026-06-07 10:15:44,KL,"Huyện Hóc Môn, Tp Hồ Chí Minh",,Đã sử dụng,,,,,bán xe đạp điện còn hoạt động bình thường. ai cần ib,xe_dap_dien
