id,reasoning,brand,car_model,imputed_year,imputed_mileage_km,imputed_condition,battery_status,is_accident_free,has_aftermarket_mods,vehicle_type
4538,,,,,,,,,False,
4539,Xe ô tô điện mới 100%,VinFast,VF 3,,,New,,,True,oto_dien
4540,"LIMO GREEN Sẵn xe đủ màu tại VF Đông Sài Gòn, bao nợ xấu, hỗ trợ vay tối đa 90% giá trị xe",,,,,,,,False,
4541,,,,,,,,,False,
4542,"odo 12000km, full option",,VF7 PLUS,2025,12000,Đã qua sử dụng,,True,True,oto_dien
4543,"mua pin vin 2025, chạy hơn 1v km, lên đồ chơi gần 30tr",,VF3,,10000,Đã qua sử dụng,,,True,oto_dien
4545,Limogreen 7 chỗ chuyên kinh doanh dịch vụ du lịch,,Limogreen,,,,,,False,xe_dap_dien
4546,"siêu lướt, chưa một vết trầy",VinFast,VF3,2025,,Mới,,True,True,xe_dap_dien
4547,ODO 104095 km,,VF 5 Plus,,104095,Đã qua sử dụng,,,False,xe_may_dien
4548,"hàng Hot, VF9 Plus đỏ/kem 2023 bản 6 chỗ trần kính, chạy 8000km",,VF9 Plus,2023,8000,Đã qua sử dụng,,,True,oto_dien
4549,"2025, 8000km, mua pin, 7 chỗ",,Vf9 Plus,2025,8000,Đã qua sử dụng,Mua pin,,True,oto_dien
4550,"đẳng cấp xe xanh, ưu đãi đặc biệt",,,,,,,,False,xe_dap_dien
4551,"Ưu đãi cuối cùng nhân Deal tốt, hỗ trợ góp 100% VF3, giảm giá từ 269 triệu đến 297 triệu",,VF3,,,,,,False,
4552,,,,,,,,,False,
4553,"Thuê pin Tiên Phong, giá 405 triệu, hỗ trợ ngân hàng",,VFe34,2022,,Đã qua sử dụng,Thuê pin Tiên Phong,,False,oto_dien
4554,"màu hồng, chạy lên nổi bật, odo mới 5000 km",,VF3,,5000,Đã qua sử dụng,,,False,oto_dien
4555,"Năm sx: 2023, Odo từ 30.000 - 50.000 km, Pin CATL",,VF8 Eco,2023,,,Pin CATL,,False,oto_dien
4556,"odo 27k km, đã lên gương chỉnh điện, ghế da, cam lùi",VinFast,VF3,2024,27000,Đã qua sử dụng,Mua pin,True,True,oto_dien
4557,xe biển miền Nam3xx còn thương lượng,,VF e34,,,,,,False,oto_dien
4558,"chạy kỹ đẹp, lên đồ cho xe",,VF3 12,2024,,Mới,Mua pin,True,True,xe_dap_dien
4559,"bao nợ xấu, nhận xe trong 3 ngày",,VF5 Plus,,,,,,False,oto_dien
4561,xe mới 100%,,VF5 PLUS,,,Mới,,,False,xe_dap_dien
4562,"giảm giá kịch sàn, vin 2025, công an, bộ đội",,VF3,2025,,,,,False,oto_dien
4563,"đời 2024, màu trắng, đã lên cam lùi, bọc vô lăng ghế ra, lên 2 đèn trước",VinFast,VF3,2024,,Mới,,False,True,oto_dien
4564,"pin thuê, odo 22000km",,VF3,2025,22000,Đã qua sử dụng,"Pin thuê, 900k/1.500kmOdo: 22,000km",,False,oto_dien
4565,xe sẵn + hồ sơ đủ,,,,,,,,False,xe_dap_dien
4566,"Mã full option, màu trắng nội thất đen",,MVP7,,,,,,True,oto_dien
4567,"giảm ngay 6% giá xe, năm sản xuất 2025",,,2025,,,,,False,
4568,"VF5 Plus xe tiện lợi, sẵn hồ sơ giao xe trước tết",,VF5 Plus,,,,,,False,xe_dap_dien
4569,"290tr lăn bánh, xe sẵn, Trả trc 60Tr",,,,,,,,False,oto_dien
4570,"VinFast VF6 Eco, WLTP 399KM/lần sạc đầy",,VF6,,,,,,False,oto_dien
4572,"VINFast VF7 Plus is a high-performance SUV with advanced technology and design features. It has a dual-wheel system (AWD) for excellent traction and versatility on various terrains. The vehicle offers impressive power outputs of up to 260 kW and 500 Nm of torque, allowing it to accelerate from 0-100 km/h in just 5.8 seconds. It features a large battery capacity of 75.3 kWh, providing a range of up to 431 kilometers per full charge (WLTP standard). The design includes LED headlights and is designed to engage all senses.",,,,,,,,False,
4573,"VINFAST VF8 PLUS, xe điện, mô-men xoắn cực đại, quãng đường di chuyển",,VF8 Plus,,,,,,False,xe_dap_dien
4574,"đăng ký lần đầu 2024, bản LV2, pin bảo hành 7 năm, odometer 11000 km",,Mini EV,2023,11000,Đã qua sử dụng,Pin bảo hành 7 năm,True,False,oto_dien
4575,"VF MPV7, VinFast, electric vehicle, black color",,VF MPV7,,,,,,False,oto_dien
4576,odo 12.000 km,,M6,2025,12000,Đã qua sử dụng,,,False,oto_dien
4577,"2023, 16000 km, full lịch sử hãng",VinFast,VF9 Plus,2023,16000,Đã qua sử dụng,,,True,oto_dien
4578,"đã dán phim 3M chính hãng, sàn đúc nguyên khối, rèm che nắng, dán full decal đen phần nhựa, ppf đèn, tay nắm cửa, hốc tay nắm",,VF6 Plus,,,Mới,,,True,oto_dien
4579,"bao nợ xấu, nhận xe sau 3 ngày",,,,,,,,False,
4580,"vô tay, sạc ko dây, vô số phụ kiện, zin 100%",VinFast,VF 3,2025,,Mới,,False,True,xe_dap_dien
4581,,,,,,,,,False,
4583,"xuất xưởng như mới, tặng sạc tại nhà",,VF3,2024,,Mới,,False,True,
4584,"Phù hợp gia đình 5-7 người, chở người, đi tỉnh",,LIMO GREEN,,,,,,False,
4585,"Wuling Bingo Base điện, phiên bản cơ bản với cổng sạc nhanh CCS2, camera 360°, bệ tỳ tay trung tâm, màn hình cảm ứng và hệ thống an toàn cơ bản",,,,,,~333km/lần sạc,,False,xe_dap_dien
4586,được trang bị các tính năng an toàn vượt trội,,MVP 7,,,,,,False,oto_dien
4587,"Xe mới, màu bạc, xe điện, công nghệ tiên tiến, thân thiện với môi trường, hộp số tự động, sạc pin nhanh",VinFast,VF3,2025,,,1 lần sạc Pin: 215km,,False,oto_dien
4588,"giảm 100% trước bạ, giảm thêm 6% vào giá xe",,,,,,,,False,
4589,"pin LFP mới, Odo zin chỉ mới 1.7v km",,VF e34,2023,1700,Đã qua sử dụng,Pin LFP mới,False,True,
4590,odo 44.000 km,VinFast,VF8 Plus,2023,44000,Đã qua sử dụng,,,False,oto_dien
4591,ODO ~ 4 vạn km,,VF8 ECO GF,2023,40000,Đã qua sử dụng,,,False,oto_dien
4592,"VF5 PLUS 2026, VF5 dòng cao cấp, sản xuất năm 2025-2026, màu sắc đa dạng, hệ thống an toàn và tiện ích",,VF5 PLUS,,,,300km sau mỗi lần sạc đầy,True,False,oto_dien
4593,"xe mới, tự động, bản full option, bảo dưỡng đầy đủ lịch sử hãng, không lỗi nhỏ, cam kết ko tai nạn, thuỷ kích, odo 16.000 km, sản xuất 7/2025",,VIFAT VF7 4x4 plus,2025,16000,Đã qua sử dụng,,True,False,
4594,,VinFast,EC Van,,,,,,False,
4595,"dòng ô tô điện 5 chỗ, thiết kế hiện đại, nhỏ gọn, xe chạy êm, tiết kiệm nhiên liệu, trang bị nhiều tính năng thông minh",VinFast,VF 6 Plus,2024,,,,,False,oto_dien
4596,"odo 12 vạn, còn bảo hành",,VF e34,2022,120000,Đã qua sử dụng,,,False,xe_may_dien
4597,"Giá xe nêm yết, các chính sách giảm giá và hỗ trợ từ VinFast VF3",,VF3,,,,,,False,
4599,"mua mới 06/2025, đi 6.400 km",,BYD Seal Advance,2025,6400,Đã qua sử dụng,,,True,oto_dien
4600,"mua pin, odo 10km",,VF5 Plus,2024,99999,Đã qua sử dụng,Mua pin,False,True,
4601,"VF MPV 7, đặc điểm nổi bật, tặng bảo hiểm",,VF MPV 7,,,,,,False,
4602,"VINFAST VF6 Plus - xe điện mới 100%, đủ màu, sẵn hồ sơ giao ngay",,VF6 Plus,,,Xe mới 100%,,,False,xe_may_dien
4603,Xe mới 100% - Tình trạng hoàn hảo,VinFast,VF5 Plus,,,,,,True,
4604,,,,,,,,,False,
4605,,,,,,,,,False,
4606,"sản xuất 2022, odo 5v5",,VF e34,2022,5500,Đã qua sử dụng,,,True,xe_dap_dien
4607,"xe chính chủ, mới chạy 2.472 km, tình trạng như mới",VinFast,VF3,2025,2472,Đã qua sử dụng,,True,False,xe_may_dien
4608,giảm giá lên đến 11%,,,,,,,,False,
4609,"VF 3 PLUS, VINFAST, xe điện",,VF 3 Plus,,,,,,False,xe_dap_dien
4610,xe mới,,VF6 Eco,,,Mới,,,False,xe_may_dien
4611,"KHÔNG đâm đụng, KHÔNG ngập nước, đã trang bị Film cách nhiệt, lót sàn",,VF5 PLUS,,13000,Đã qua sử dụng,Mua pin,True,True,oto_dien
4612,bao zin bao chếch,VinFast,VF5 Plus,2024,,Mới,,False,True,oto_dien
4613,"Pin mua, xe cá nhân, odo 20.000 km",,VF5 Plus,2024,20000,Đã qua sử dụng,Mua pin,True,False,
4614,mua pin đi 36.000km,,VF8 Eco,2022,36000,Đã qua sử dụng,Mua pin,True,False,oto_dien
4615,"giảm 6%, hỗ trợ lãi suất, giảm 5%, miễn phí sạc tới tháng 2/2027, thuế trước bạ 0%",,,,,,,,False,
4616,"mới 99%, mua Pin, odo 27km",,VF3,2025,27,Mới,Mua pin,True,False,oto_dien
4617,"mới 99%, xe chỉ mới ra biển, chưa sử dụng, nilon chưa bóc, odo 27km",,VF3,2025,27,Mới,Mua pin,True,False,oto_dien
4618,"xuất sắc, nội ngoại thất giữ gìn kỹ",,VF6 Eco,2025,30000,Đã qua sử dụng,,True,False,oto_dien
4619,"xe thuần điện, một lần sạc sử dụng 170km",,Xiaoma,,,,,,False,oto_dien
4620,sản xuất năm 2025,,VF7 Plus,,,,,,False,oto_dien
4621,"màu nâng cao xanh lá nhạt, xe xuất quà tặng mới 100%",,VF3,,,,,,True,oto_dien
4622,xe màu Đỏ đen sport bản nâng cao sport cao cấp,,VF3,2025,,Mới,,,True,oto_dien
4623,"75Tr nhận xe bao nợ xấu, VINFAST VF6 PLUS (Mua Pin), hỗ trợ vay ngân hàng lên đến 90%",VinFast,VF6 PLUS,,,,,,False,oto_dien
4624,"BYD M6 giá bán, quyền lợi tài xế GrabDriver, bảo hành pin 8 năm/500.000 km, tặng combo sạc cao cấp",,BYD M6,,,,~36 triệu (bảo hành pin 8 năm/500.000 km),,False,xe_may_dien
4625,"BYD Atto 2, giá bán, khuyến mãi bảo dưỡng, pin và sạc",,BYD Atto 2,,,,保电8年/50万km (约36万元),,True,oto_dien
4626,"dynamic sẵn nhiều màu, giá tốt, tặng BH",,Atto 3,,,,,,False,oto_dien
4627,"VinFast VF7, xe thể thao điện với mã lực đáng kinh ngạc, công suất tối đa lên tới 260 kW, mô-men xoắn cực đại 500 Nm, khả năng tăng tốc từ 0-100 km/h trong 5,8 giây, dung lượng pin 75,3 kWh, di chuyển quãng đường 431 km/lần sạc đầy (tiêu chuẩn WLTP), giảm giá trực tiếp 6%, hỗ trợ mua bảo hiểm, tặng 35,000,000 điểm Vinclub cho khách hàng nhanh tay, miễn 100% thuế trước bạ, miễn phí sạc pin đến 30/06/2027, tặng full phụ kiện theo xe, bảo hành xe 10 năm / 200.000 km, bảo hành pin 10 năm, cứu hộ miễn phí toàn quốc 24/7, địa chỉ: 50 Nguyễn Văn Tăng , Thủ Đức , HCM",VinFast,VF7,,,,,,False,xe_may_dien
4628,"mua pin, đã trang bị nhiều phụ kiện",,VF6 PLUS,2025,35000,Đã qua sử dụng,Mua pin,True,True,
4629,"màu Trắng, sản xuất 2025, đăng ký 2/2026, tình trạng mới 100%",,VF5 Plus,2025,,Mới,,False,False,oto_dien
4630,"giao xe ngay, bao nợ xấu",VinFast,Limo Green,,,,,,False,oto_dien
4631,"Xe mới nguyên bản từ hãng, chưa sử dụng, màu đỏ nổi bật",VinFast,VF3,,0,Mới 100%,,,False,xe_dap_dien
4632,odo 3.000 km,,VF3,,3000,Đã qua sử dụng,,,True,oto_dien
4633,"VinFast VF5Plus, 2025, odometer 35000 km, new condition, no accidents or water damage",,VF5Plus,2025,35000,Đã qua sử dụng,,True,False,oto_dien
4634,,VinFast,VF5 PLUS,,,,,,False,
4635,"nhận xe ngay chỉ với 50 triệu, vay đến 90%, lãi suất 5.6%",,,,,,,,False,
4636,"nhận xe ngay, bao nợ xấu",,,,,,,,False,
4637,"khách hàng nợ xấu nhận xe ngay, ưu đãi tài chính linh hoạt",VinFast,Limo Green,,,,,,False,oto_dien
4638,"giá 634tr, vay đến 90%, cuối năm x2-x3, bảo hành 7 năm, miễn phí sạc đến tháng 7/2027",,VF6,2026,,,,,False,
4639,"xe điện nhỏ gọn, phù hợp di chuyển trong phố",,,,,,,,False,xe_may_dien
4640,"xe điện nhỏ gọn, phù hợp di chuyển trong phố",,,,,,,,False,xe_may_dien
4641,"xuất xưởng năm 2025, mới 100%",VinFast,VF3 TC1,2025,,Mới,,True,False,oto_dien
4642,"bao nợ xấu, xe góp nối, xe trả góp",,,,,,,,False,xe_dap_dien
4643,đã qua sử dụng,VinFast,VF8,,,Đã qua sử dụng,,,False,xe_dap_dien
4644,,,,,,,,,False,oto_dien
4645,"VINFAST LIMO, trả trước từ 84tr, ưu đãi giảm 60 triệu, tặng combo quà tặng, sạc miễn phí 2 năm, bảo hành xe và pin 7/8 năm, hỗ trợ tài chính linh hoạt, giao xe ngay sau khi nhận xe, tặng phụ kiện theo nhu cầu",,,,,,,,False,
4646,,,,,,,,,False,
4647,"VINFAST VF8 giảm giá, chiết khấu, ưu đãi từ VINClub và hỗ trợ phí trước bạ, sạc điện, bảo hành, cứu hộ, và thu cũ đổi mới. Không có thông tin về năm sản xuất hoặc quãng đường đi được đề cập trong mô tả.",VinFast,VF8,,,,,,False,
4648,,,,,,,,,False,
4649,"2 vạn km, xe đẹp, lịch sử hãng, cty gia đình, bản thuê pin catl, mua tiết kiệm, giá rẻ nhất thị trường",VinFast,VF9 Plus,2024,20000,Đã qua sử dụng,Bản thuê pin catl,False,True,oto_dien
4650,odo 3v xịn,,VF 6 Plus,,,Mới,,,True,oto_dien
4651,"2024 production year, new condition, modern design, spacious interior, high-end features",,VF7 Plus,2024,,new and in excellent working condition,,True,False,oto_dien
4652,,,,,,,,,False,
4653,vinfast vf3 đủ màu / nội thất nguyên bản,,VF3,,,,,,False,xe_dap_dien
4654,trang bị đầy đủ tính năng an toàn,,VF5 Plus,2025,,,,,True,xe_dap_dien
4656,"đk 1/2025, odo 22.000km, chính chủ, KHÔNG đâm đụng, KHÔNG ngập nước",,VF6 Plus,2024,22000,Đã qua sử dụng,,True,False,oto_dien
4657,VinFast VF6 phiên bản S,,VF6 Eco,2025,,,,,False,oto_dien
4658,"giảm giá 10%, giảm thêm 50tr vào giá xe, công an quân đội giảm 5%",VinFast,VF9,,,,,,False,oto_dien
4659,giảm giá VF3 Tiêu chuẩn 1,,VF3,,,,,,False,
4660,sx 2025 như mới,VinFast,VF3,2025,,Mới,,,True,oto_dien
4661,VinFast EC VAN 2025 Bản Nâng Cấp Có Điều Hoà,VinFast,EC VAN,,,,,,False,oto_dien
4662,,,,,,,,,False,
4663,"VinFast Limo Green, màu trắng, bạc, đỏ, đen; sẵn xe; xuất hoá đơn liền; giảm giá 6%; tặng bảo hiểm thân vỏ hoặc tiền mặt; giá còn lại: 689.060.000 đồng; các chính sách kèm theo của Vinclub và biển số TPHCM.",,,,,,,,False,
4664,,,,,,,,,False,
4665,,,,,,,,,False,
4666,"+ VinFast VF7 Plus; + Giá nêm yết: 999.000.000 đồng; + Giảm giá: 50.000.000 đồng; + Tổng ưu đãi: gần 175 triệu; - Giảm từ bản Plus và xe xăng-xe dầu dưới 9 chỗ; - Tặng vào ví Vinclub khi lấy biển số TP.HCM, Bình Dương, Bà Rịa-Vũng Tàu; - Hỗ trợ vay 80% (không cần chứng minh thu nhập); - Thu mua xe đã sử dụng của tất cả các hãng xe để đổi qua xe VinFast; - Miễn phí sạc pin ở trạm sạc công cộng toàn quốc đến 1.7.2027; - Thuế trước bạ xe ô tô điện: 0%; }, ",,,,,,,,False,
4667,,,,,,,,,False,
4668,,,,,,,,,False,
4669,"VINFAST VF8 ECO, numerous discounts and benefits including reduced price, free charging for up to June 2027, no down payment required, and a 1-year insurance package included. Limited quantity available.",,,,,,,,False,
4670,"bán trả góp, bao nợ xấu, xe góp nối",,VF 5,,,,,,False,xe_dap_dien
4671,"bấm số 19/01/2026, còn bịch ni lông, thơm mùi xe mới",VinFast,VF3,2026,,Mới,,False,True,oto_dien
4672,"màu đỏ, form dáng nhỏ gọn, zin liền lạc",,VF 5 Plus,2024,20000,Đã qua sử dụng,,,False,xe_dap_dien
4673,Đầy pin vận hành quãng đường 430km,,,,,,,,False,oto_dien
4674,trả trước 0đ - hỗ trợ đăng ký 3 app,VinFast,VF5,,,,,,False,oto_dien
4675,giảm trực tiếp 6% giá xe,VinFast,LIMO GREEN,,,,,,False,
4676,,,,,,,,,False,
4677,,,,,,,,,False,
4678,,,,,,,,,,
4679,,,,,,,,,False,oto_dien
4680,"Vinfast VF8 Plus 2024, Pin CATL, Odo: 39.000km, Giá gốc: 890 triệu, giảm 50tr còn 840 triệu, hỗ trợ vay 60%, miễn phí sạc đến hết T6/2027, bảo hành 10 năm",VinFast,VF8 Plus,2024,39000,Đã qua sử dụng,Pin CATL,,False,
4681,"VINFAST VF3, giá sốc, nhiều ưu đãi, xe số lượng giới hạn",VinFast,VF3,,,,,,False,oto_dien
4682,"VINFAST VF7 PLUS, giá trị cao, nhiều ưu đãi từ Vingroup",VinFast,VF7 PLUS,,,,,,False,oto_dien
4683,"zin toàn bộ, odo: 10.000km",,VF3,2024,10000,Đã qua sử dụng,Bản thuê pin 900k/tháng,,False,oto_dien
4684,,,,,,,,,,
4685,,,,,,,,,False,
4686,"giá bán: 269,000,000 ₫, giảm giá: 16,000,000 ₫, đưa trước: 47,000,000 ₫",,,,,,,,False,
4687,,,,,,,,,False,
4688,"chỉ 51tr, chỉ còn 2 suất màu đỏ vin 2025",,,,,,,,False,
4689,,,,,,,,,False,
4690,"LED cánh chim, LED nhận diện thương hiệu, gương chỉnh điện, gập điện tích hợp 360, mâm hợp kim 19 inch, cảm biến lùi, cần số tích hợp sau vô lăng, ghế bọc da",VinFast,điện VinFast MPV 7 chỗ,,,,,,False,xe_may_dien
4691,"TRẢ TRƯỚC CHỈ 15%, GIẢM 6% TỐI ĐA 40 TRIỆU, XE SẴN - GIAO NGAY",,,,,,,,False,
4692,,,,,,,,,False,
4693,"VinFast VF MPV 7 chỗ, ô tô điện, màu trắng, nhiều công nghệ an toàn",,VF MPV,,,,,,False,oto_dien
4694,,,VINFATS VF8 PLUS,,,,,,False,
4695,"gói Options đặt hãng gần 2 tỷ đồng, odo 21.000 miles",Porsche,Taycan 4S,,21000,Đã qua sử dụng,,,True,oto_dien
4696,,,,,,,,,False,
4697," đẳng cấp cá nhân hóa, pin catl, hệ thống treo mới, hệ thống cách âm, âm thanh vòm 3d, thiết kế nội thất sang trọng",,,,,,,,False,oto_dien
4698,,,,,,,,,False,
4699,"xe mới mua được 1 năm, đăng ký 2025 bản thuê pin, tình trạng ko 1 vết trầy",VinFast,VF3,2024,,Mới mua,"Bản thuê pin 900k/1 tháng, 9 chủ chạy 2vạn km",False,False,xe_dap_dien
4700,sẵn xe giao ngay,,,,,,,,False,oto_dien
4701,,,,,,,,,False,
4702,"giảm 6%, công an quân đội giảm 5%",VinFast,EC VAN,,,,,,False,xe_dap_dien
4703,"bao nợ xấu, nhận xe-lai 4.8% cđịnh 3năm",,,,,,,,False,
4704,"LED cánh chim, LED nhận diện thương hiệu, gương chỉnh điện, gập điện tích hợp 360, mâm hợp kim 19 inch, cảm biến lùi, cần số tích hợp sau vô lăng, ghế bọc da",VinFast,MPV 7,,,,,,False,xe_may_dien
4705,"vận chuyển pin, đi 3v5, zin cả xe, lên đèn cam hành trình",VinFast,VF 5 Plus,2025,,Đã qua sử dụng,Mua pin,False,True,oto_dien
4706,odo: 11000km,,VF3,2025,11000,Đã qua sử dụng,,,True,oto_dien
4707,"VinFast VF8 Lux SUV điện, màu xám, sản xuất năm 2025",,VF8 Lux,2025,,,,,False,oto_dien
4708,mới 100%,,VF3,,,Mới,,,True,oto_dien
4709,"sx 2024,đăng kí th3/2025,bản thuê pin,xe nguyên bản,đã đi được 1 vạn 7 km",,,,17000,Đã qua sử dụng,Thuê pin,,False,xe_dap_dien
4710,"VF8 Eco dual-motor AWD system, 260kW power output, 500Nm torque, 0-100 km/h in 5.9 seconds, two pin options (82kWh/87.7kWh), WLTP range of 470–510km, DC fast charging to 70% in ≤24 minutes, AC full charge time under 8 hours, 5-seater cabin with vegan leather seats, electric seat adjustment, rear air conditioning and heating",,,,,,,,False,
4711,"giảm trực tiếp 6% giá xe, giảm 5% công an quân đội, giảm 15 triệu vào giá xe",,,,,,,,False,oto_dien
4712,"miễn phí nhiên liệu đến 10/02/2029, giảm 6% vào giá xe",,VF5,,,,,,False,oto_dien
4713,Giảm giá và hỗ trợ tài chính,,,,,,,,False,
4714,"VF5 55TR, bao nợ xấu, góp tháng 7 triệu 300 nghìn, hỗ trợ vay ngân hàng tới 90% giá trị xe",,VF5 55TR,,,,,,False,
4715,odo 3 ngan km,,VF3,2025,30000,Đã qua sử dụng,Mua pin full đồ,,True,oto_dien
4716,,,,,,,,,False,
4717,,,,,,,,,False,
4718,"tặng 2 năm BH, tặng 2 năm bảo hiểm, giảm 15tr vào giá xe, miễn 100% thuế trước bạ",,VF6,,,,,,False,oto_dien
4719,VINFAST VF6 trả trước chỉ từ 78tr nhận xe,,,,,,,,False,
4720,mới 100%,,VF6 Plus TC2,,,,,,False,oto_dien
4721,"VF5 Plus mới 100%, giá ưu đãi 482tr, chỉ cần trả trước 54tr nhận xe ngay",,VF5 Plus,,,,,,False,oto_dien
4722,,,,,,,,,False,
4723,"VF7 xe mới 100% giá ưu đãi 731tr, chỉ cần trả trước 76tr nhận xe ngay",,VF7,,,,,,False,oto_dien
4724,,,,,,,,,False,
4725,,,,,,,,,False,
4726,,,,,,,,,False,
4727,VF9 E đủ màu giao ngay giá cực yêu thương,,VF9 E,,,,,,False,
4728,"VINFAST VF6 SUV ĐIỆN, ưu đãi vay tài chính 90%, hỗ trợ hồ sơ khó, không cần chứng minh thu nhập, giao xe tận nhà, bao gói thủ tục biển vàng và dịch vụ nền tảng",,VF6,,,,,,False,
4729,,,,,,,,,False,
4730,,,,,,,,,False,
4731,GIÁ TỐT + ƯU ĐÃI KHỦNG + GIAO NGAY,,VF3,,,,,,False,oto_dien
4732,,,,,,,,,False,
4733,"VINFAST VF3, giao ngay, bao nợ xấu",VinFast,VF3,,,,,,False,oto_dien
4734,,,,,,,,,False,
4735,,,,,,,,,False,
4736,chi phí vận hành = o,,VF8 LUX PLUS,,,,,,False,oto_dien
4737,"combo ưu đãi cực khủng, xe VIN 2025 sẵn showroom",,Limo Green,,,,,,False,
4738,"VinFast VF8, màu xám, sản xuất năm 2022, thiết kế 2 chỗ ngồi, nhiều tính năng an toàn, động cơ mạnh mẽ, nội thất và hệ thống giải trí hiện đại",,VF8,2022,,,,,False,oto_dien
4739,"LIMO GREEN xe điện cao cấp, vay tới 90%, bao hồ sơ khó, miễn phí sạc điện, tặng VinClub điểm, hỗ trợ đổi xe xăng sang điện",,,,,,,,False,oto_dien
4740,"giảm 6% vào giá xe, giảm thêm 15Tr tiền mặt",,VF6 Plus,,,,,,False,
4741,,,,,,,,,False,
4742,,,,,,,,,False,
4743,,,,,,,,,False,
4745,"VF3 Plus màu đa dạng, giảm giá, miễn phí sạc 3 năm",,,,,,,,False,oto_dien
4746,"Giảm giá hơn 50Tr, hỗ trợ góp 100%, sẵn xe giao ngay",,,,,,,,False,
4747,máy lạnh,,Ec Van NC,,,,,,True,oto_dien
4749,"Porsche Taycan 4S, màu bạc, khoảng 21000 miles",,Porsche Taycan 4S,,21000,Đã qua sử dụng,,,False,oto_dien
4750,,,,,,,,,False,
4751,"màu Xám, đăng ký tháng 6/2025, đẹp mới khách đi",,VF9,2025,,,,,False,
4752,"VF6, màu đen, giao ngay, giá trị lớn",,VF6 SIÊU HIẾM MÀU ĐEN,,,,,,False,oto_dien
4753,,,,,,,,,False,
4754,,VinFast,VF9,,,,,,False,轿车
4755,,,,,,,,,False,
4756,"VINFAST VF7, xe điện, hỗ trợ góp 85%, bao hành sau",VinFast,VF7 -150TR,,,,,,False,oto_dien
4757,"chi phí ban đầu cực thấp, hỗ trợ vay lên đến 90%, miễn phí sạc suốt 2 năm 6 tháng, miễn 100% thuế trước bạ",,,,,,,,False,oto_dien
4758,,,,,,,,,False,
4760,"không có thông tin về thương hiệu, model hoặc số kilomet đi được của xe",,,,,,,,False,
4761,sản xuất năm 2026,,VF5 Plus,2026,,,,,False,oto_dien
4762,,,,,,,,,False,
4763,,,,,,,,,False,
4764,,,,,,,,,False,
4765,"ít sử dụng, odometer 111.xxx km",,VF e34,2022,111000,Đã qua sử dụng,,,False,oto_dien
4766,,,,,,,,,False,
4767,"VinFast VF3 2025, đủ màu giao ngay, không chờ đợi",,VF3,2025,,,,,False,
4768,VF9 mới 100% với chương trình khuyến mãi đặc quyền và ưu đãi lãi suất hấp dẫn,,,,,,,,False,oto_dien
4769,,,,,,,,,False,
4770,,,,,,,,,False,
4772,"mới 100%, màu xanh riêu",,VF3,,,Mới,Mua pin,False,True,oto_dien
4773,,,,,,,,,False,
4774,,,,,,,,,False,
4775,"VinFast Limo Green, nhiều km sử dụng, không có tài chính hỗ trợ, giao xe ngay",,LIMO GREEN,,,,,,False,
4776,"zin 100%, mới cứng như xe trong hãng, siêu lướt 2000Km",VinFast,VF6 PLUS,2025,2000,Đã qua sử dụng,,False,True,oto_dien
4777,"đẳng cấp cá nhân hóa, công nghệ vượt trội, hệ thống treo mới, hệ thống cách âm, âm thanh vòm 3d, thiết kế nội thất sang trọng",,,,,,,,False,oto_dien
4778,"giữ kỹ, ít đi mới đi được 1196km, nâng cấp lên Android auto và Caplay",,VF 3,,1196,Đã qua sử dụng,,,True,oto_dien
4779,"Xe mới mua từ nhà máy, không có thông tin về mileage hoặc trạng thái sử dụng khác",VinFast,Limo Green,2026,,,"60,13 kWh",,False,
4780,"xe mới như xe thùng, rin 100%",,VF3,,,Mới,,,False,oto_dien
4781,"mới sử dụng từ đầu, pin mới 98%",VinFast,VF8 Plus,2023,,Mới,Pin mới 98%,True,False,oto_dien
4782,16.000 km,,VF6 Plus,2025,16000,Đã qua sử dụng,,,True,oto_dien
4783,24.000km,,VF3,2024,24000,Đã qua sử dụng,,,True,oto_dien
4784,xuất sắc,,VF e34,2022,,Mới,,False,True,oto_dien
4785,,,,,,,,,False,
4786,22.000km,VinFast,VF9 Plus  - Màu đen,,22000,Đã qua sử dụng,,,False,oto_dien
4787,21.000 km,,VF 9 Plus,2023,21000,Đã qua sử dụng,,,True,oto_dien
4788,"hỗ trợ nợ xấu, giảm lãi suất, miễn phí sạc, hỗ trợ vay",,,,,,,,False,
4789,,,,,,,,,False,
4790,18.000km,,VF E34,2022,18000,Đã qua sử dụng,,,True,oto_dien
4791,mới 2025,,VF5 Plus,2025,,,,,False,xe_dap_dien
4792,13.000km,,VF5 Plus,2025,13000,Đã qua sử dụng,,,True,oto_dien
4793,CÓ XE NGAY,,,,,,,,False,oto_dien
4794,,,,,,,,,False,
4795,"pin CatlXe đẹp, ko ngập nước đâm đụng",VinFast,VF8 Eco,2023,,Mới,pin CatlXe đẹp,True,False,xe_dap_dien
4796,"năm sx 2025, màu xanh, odo 23.000 km",VinFast,VF3,2025,23000,Đã qua sử dụng,,True,False,xe_may_dien
4797,"zin 100%, chạy 30 km",,VF3,2025,,Mới,,True,False,oto_dien
4798,odo 19500,,VF3,2024,19500,Đã qua sử dụng,Pin mua,True,False,oto_dien
4799,,,,,,,,,False,
4800,,,,,,,,,False,
4801,mua pin độ toàn món,,VF3,,,,,,True,oto_dien
4802,"odo:12,000",,VF3,2024,12000,Đã qua sử dụng,Mua pin,True,False,oto_dien
