id,reasoning,brand,model,imputed_year,imputed_mileage_km,has_aftermarket_mods
1662,Pega Vecba listed; range 45-50 km per charge; no mods; year not stated.,Pega,Vecba,,50.0,False
1663,VinFast Evogrand lite; year 2026 mentioned; no mileage/mods.,VinFast,Evogrand lite,2026.0,,False
1669,Year identified as 2023 from the title; brand not identifiable from title/desc; model inferred as 'E-lass Vespa'; no mileage or aftermarket mods mentioned.,,E-lass Vespa,2023.0,,False
1670,"Brand VinFast detected from the title; model Feliz S; year not stated; mileage 63,000 km from '63k odo' in description; no mods mentioned.",VinFast,Feliz S,,63000.0,False
1671,Brand VinFast detected; model Klara S; year and explicit mileage not stated; no mods mentioned; range per charge ~80 km noted but not treated as mileage.,VinFast,Klara S,,,False
1672,"Brand VinFast; model Evo 200; year 2025; ODO 8,700 km mentioned.",VinFast,Evo 200,2025.0,8700.0,False
1673,"Brand VinFast; model Vento; year 2025; ODO 4,000 km mentioned.",VinFast,Vento,2025.0,4000.0,False
1664,"Brand: Yadea; Model: S3. Years/mileage not mentioned: null. Has aftermarket mods: true (upgrades such as reinforced frame, new bearings, new seat cover, new handlebars and speedometer, and YSS fork).",Yadea,S3,,,True
1665,Brand: VinFast; Model: Evo Lite Neo. Year: null. Mileage: null. Has aftermarket mods: false. Description focuses on financing notes; no modifications mentioned.,VinFast,Evo Lite Neo,,,False
1666,Brand: VinFast; Model: Evo Grand. Year: null. Mileage: null. Has aftermarket mods: false.,VinFast,Evo Grand,,,False
1667,Brand: VinFast; Model: Theon S. Year: 2025. Mileage: 9000. Has aftermarket mods: false. Listing references Theon S with 2025 model year and 9000 km usage.,VinFast,Theon S,2025.0,9000.0,False
1668,Brand: Dat Bike; Model: Era. Year: null. Mileage: null. Has aftermarket mods: false. Features emphasize charging tech; no modifications listed.,Dat Bike,Era,,,False
1674,Brand detected: VinFast. Model extracted: EVO MAX. Mileage from Odo: 100 km. Year: null. No aftermarket mods mentioned.,VinFast,EVO MAX,,100.0,False
1675,Brand detected: VinFast. Model extracted: Feliz S. Mileage from Odo: 15000 km. Year: null. No aftermarket mods mentioned.,VinFast,Feliz S,,15000.0,False
1676,Brand not recognized in standard list; model Kalara S1. Mileage: not specified. Year: null. No aftermarket mods mentioned.,,Kalara S1,,,False
1677,Brand not recognized; model Klara S. Mileage: not specified. Year: null. No aftermarket mods mentioned.,,Klara S,,,False
1678,Brand detected: Yadea. Model extracted: Odora S1. Mileage: not specified. Year: null. No aftermarket mods mentioned.,Yadea,Odora S1,,,False
1679,"Brand unknown; model VC; no year, mileage, or aftermarket mods mentioned.",,VC,,,False
1680,Model New bear; mileage 4829 km; brand unknown; year not mentioned; no aftermarket mods cited.,,New bear,,4829.0,False
1681,Brand Yadea; model Oris; no year/mileage/mods mentioned.,Yadea,Oris,,,False
1682,Model Takumi; brand not in standard list; no year/mileage/mods mentioned.,,Takumi,,,False
1683,Brand VinFast; model Feliz; year 2025 (from 9/2025); mileage 2000; aftermarket mods: true (protective film applied).,VinFast,Feliz,2025.0,2000.0,True
1689,Brand inferred as Yadea from the description 'yadea orla 2024'; model deduced as Orla; year 2024 mentioned; no mileage; no aftermarket mods.,Yadea,Orla,2024.0,,False
1690,Model Evo200 referenced in title; brand inferred as VinFast; no year or mileage stated.,VinFast,Evo200,,,False
1691,Brand VinFast; model Feliz; year 2025 stated; no mileage mentioned.,VinFast,Feliz,2025.0,,False
1692,Brand VinFast; model Evo; odo stated as 420km.,VinFast,Evo,,420.0,False
1693,Brand VinFast; model Evo Max; odo stated as 500km.,VinFast,Evo Max,,500.0,False
1694,"Brand: unknown/not provided in the title/desc; Model: K1; Imputed year: 2025 (stated purchase end of 2025); Imputed mileage_km: 3000 (mentioned in description); has_aftermarket_mods: false (no explicit aftermarket additions such as extra box, rack, seats).",,K1,2025.0,3000.0,False
1695,Brand: not provided/unknown; Model: Orla Xanh nhạt; Imputed year: null; Imputed mileage_km: null; has_aftermarket_mods: false (no mods mentioned).,,Orla Xanh nhạt,,,False
1696,Brand: Honda (from 'Honda ICON e'); Model: ICON e; Imputed year: 2026 (title indicates 2026); Imputed mileage_km: 2000 (Odo chỉ 2.000 km); has_aftermarket_mods: false.,Honda,ICON e,2026.0,2000.0,False
1697,Brand: VinFast (VinFast Theon S); Model: Theon S; Imputed year: 2022 (Theon S 2022); Imputed mileage_km: null; has_aftermarket_mods: false.,VinFast,Theon S,2022.0,,False
1698,Brand: VinFast (Feliz); Model: Feliz; Imputed year: 2022; Imputed mileage_km: null; has_aftermarket_mods: false.,VinFast,Feliz,2022.0,,False
1684,Brand Vespa not in allowed standard brands. Treated as unknown. Model field set to Vespa to capture the model name from the title. No mileage or production year mentioned. No aftermarket mods indicated.,,Vespa,,,False
1685,"Detected VinFast brand and Evo200 Lite model from title. Mileage given as Odo 20,000 km from description; year not stated. No aftermarket mods indicated.",VinFast,Evo200 Lite,,20000.0,False
1686,Model detected as Milan; brand not identifiable from title. No mileage/year/mods mentioned.,,Milan,,,False
1687,Contains '2024'; model 'Xmen Pro'; brand not identifiable from title. Year 2024 recorded; no mileage/mods.,,Xmen Pro,2024.0,,False
1688,Brand Yadea explicitly mentioned; model not provided.,Yadea,,,,False
1699,Brand inferred from title 'VinFast Feliz S'; model extracted as 'Feliz S'; year 2023 from registration; mileage 60000 via ODO; aftermarket mods not indicated.,VinFast,Feliz S,2023.0,60000.0,False
1700,Model identified as 'Vento Neo'; year 2025 mentioned; mileage not specified; brand not stated.,,Vento Neo,2025.0,,False
1701,Vespa Roma model detected; brand not in allowed list; no year or mileage provided.,,Roma,,,False
1702,Vespa with 'Đèn vuông cao cấp' designation; no year or mileage provided; noMods indicated.,,Đèn vuông cao cấp,,,False
1703,"Brand inferred as Yadea from title; model 'Velax H'; mileage 5000km (Odo 5.000km); aftermarket mods present (pin upgrade, ghép khiển, đèn trợ sáng, mạch Passing).",Yadea,Velax H,,5000.0,True
1704,Brand not detected in standard list. Model inferred as 'Oskar Mandi'. Year 2025 found in title. No mileage mentioned. No aftermarket mods indicated.,,Oskar Mandi,2025.0,,False
1705,Model inferred as 'Samurai'. No year or mileage mentioned. Brand not detected in standard list.,,Samurai,,,False
1706,Brand not in allowed standard list; model inferred as 'Gogoro Cross'. No year or mileage mentioned. No aftermarket mods indicated.,,Gogoro Cross,,,False
1707,Brand detected as VinFast. Model 'Klara S2'. Year 2022. Mileage 11000 km. No aftermarket mods indicated.,VinFast,Klara S2,2022.0,11000.0,False
1708,Brand detected as VinFast. Model 'Impes'. Year and mileage not mentioned.,VinFast,Impes,,,False
1709,Brand not in standard list; model inferred as 'Xmen Osaka Mini'; year and mileage not mentioned; aftermarket mods not indicated.,,Xmen Osaka Mini,,,False
1710,No brand or model identified; only color and general condition mentioned; no mileage or year; mods not indicated.,,,,,False
1711,VinFast brand identified; model 'Vero X'; year null; mileage null; no mods.,VinFast,Vero X,,,False
1712,No brand or model identified; mileage mentioned as approx 20000 km; year unknown; mods not indicated.,,,,20000.0,False
1713,Brand VinFast identified; model 'Vento S'; year 2025; mileage 29539 (rounded from 29539.8); mods not indicated.,VinFast,Vento S,2025.0,29539.0,False
1714,Brand: VinFast. Model: Klara S1. No year or odometer mentioned. No aftermarket mods detected.,VinFast,Klara S1,,,False
1715,Brand: VinFast. Model: Feliz. Year: 2025. Odometer: 8600 km. No aftermarket mods.,VinFast,Feliz,2025.0,8600.0,False
1716,Brand: VinFast. Model: Vento S. Year: 2025. No odometer info. No aftermarket mods.,VinFast,Vento S,2025.0,,False
1717,Brand: unknown/not in standard list. Model: Tailg Go. Year: null. Mileage: null. No aftermarket mods.,,Tailg Go,,,False
1718,Brand: VinFast. Model: Feliz. Year: 2022. Odometer: 22000 km. No aftermarket mods.,VinFast,Feliz,2022.0,22000.0,False
1719,Honda Future fi 2020 detected; year 2020; mileage null; aftermarket mods not indicated.,Honda,Future fi,2020.0,,False
1720,VinFast Evo 200; year 2023; mileage 14000 km from odo; no mods.,VinFast,Evo 200,2023.0,14000.0,False
1721,Record lacks identifiable brand/model/year/mileage. No mods mentioned.,,,,,False
1722,VinFast Evo 200 present in title; year unknown; odo ~1400 km; no mods.,VinFast,Evo 200,,1400.0,False
1723,VC 2024; brand unknown; model VC; year 2024; mileage unknown.,,VC,2024.0,,False
1724,Title indicates VinFast Feliz electric motorcycle; no year or mileage mentioned.,VinFast,Feliz,,,False
1725,Title shows VINFAST FELIZ - 2026 and 50KM; year and mileage are explicit.,VinFast,Feliz,2026.0,50.0,False
1726,Title mentions Xmen Jeek; year 2026 appears in description but mileage not stated; brand not in standard list.,,Xmen Jeek,2026.0,,False
1727,FELIZ 2025 with 500km mileage is stated.,VinFast,Feliz,2025.0,500.0,False
1728,No year or mileage and no clear brand/model mentioned.,,,,,False
1734,Brand VinFast detected; model Feliz; year 2026; mileage 193 km; no aftermarket mods mentioned.,VinFast,Feliz,2026.0,193.0,False
1735,No clearly identified brand; model Rumo; year and mileage not specified.,,Rumo,,,False
1736,Brand VinFast; model FelizS; year 2025; mileage 9358 km (9358.7 rounded down).,VinFast,FelizS,2025.0,9358.0,False
1737,Brand VinFast; model Feliz; year 2025; mileage not specified.,VinFast,Feliz,2025.0,,False
1738,Brand Pega; model Vespa; used.,Pega,Vespa,,,False
1729,Listing mentions multiple Quantum variants with odo values; brand not explicitly stated; first variant shows Quantum S0 with 17000km.,,Quantum S0,,17000.0,False
1730,Electric Vespa described (Piaggio Vespa) but brand not in standardized list; model identified as Vespa.,,Vespa,,,False
1731,Listing offers an inexpensive generic electric motorbike with no clear brand or model details; mileage unknown.,,,,,False
1732,References Quantum S2 with mention of Odo35k (~35000km); brand not explicitly stated.,,Quantum S2,,35000.0,False
1733,VinFast Evo Grand 2025; mileage ~4000km; brand VinFast confirmed; model Evo Grand 2025.,VinFast,Evo Grand 2025,2025.0,4000.0,False
1739,Brand mapped to VinFast from Feliz; model Feliz; year 2026 extracted from title; mileage 0 as new; no aftermarket mods.,VinFast,Feliz,2026.0,0.0,False
1740,Brand mapped to VinFast from Feliz Neo; model Feliz Neo; year not stated; mileage 0 as new; no aftermarket mods.,VinFast,Feliz Neo,,0.0,False
1741,Brand not in the standard mapped list (Dylexe); model K1; year null; mileage null; no aftermarket mods.,,K1,,,False
1742,Brand unknown (local/Chinese domestic); model null; year null; mileage null; no aftermarket mods.,,,,,False
1744,Brand not in standard mapped list (TAKUMI); model VC Pro; year 2026; mileage null; no aftermarket mods.,,VC Pro,2026.0,,False
1745,"Brand VinFast; model Evo 200; year 2025 from 'sx2025'; mileage 19000 (odo 19k). Mentions upgrades/accessories (phuộc Vision, baga, yên kymdan hộc để đồ) suggesting aftermarket mods.",VinFast,Evo 200,2025.0,19000.0,True
1746,"Title/model Type 3 Pro; no explicit brand, year, or mileage mentioned.",,Type 3 Pro,,,True
1747,Brand VinFast; model Evo Grand; year 2025 (nhận xe tháng 10/2025); mileage ~7000 km.,VinFast,Evo Grand,2025.0,7000.0,False
1748,Brand VinFast; model Feliz; year 2025; mileage 300 km. Noted aftermarket modification: full wrap (dán keo 3 lớp).,VinFast,Feliz,2025.0,300.0,True
1749,Brand VinFast; model Vento Neo; mileage 6000 km; year not stated. Noted aftermarket modification: dàn áo wrap with color options.,VinFast,Vento Neo,,6000.0,True
1750,Brand: VinFast; Model: Viper Titan; Imputed Year: null; Imputed Mileage: null; Has aftermarket mods: false.,VinFast,Viper Titan,,,False
1751,Brand: unknown; Model: Bò lớn 20A; Imputed Year: null; Imputed Mileage: null; Has aftermarket mods: false.,,Bò lớn 20A,,,False
1752,Brand: VinFast; Model: Klara A1; Imputed Year: 2019; Imputed Mileage: null; Has aftermarket mods: false.,VinFast,Klara A1,2019.0,,False
1753,Brand: unknown; Model: Vespa; Imputed Year: null; Imputed Mileage: null; Has aftermarket mods: false.,,Vespa,,,False
1754,Brand: Pega; Model: Gen Z; Imputed Year: null; Imputed Mileage: null; Has aftermarket mods: false.,Pega,Gen Z,,,False
1755,"Brand detected: VinFast. Model inferred: Feliz (FelizS in title, treated as Feliz). Production year stated as 2023. Odometer mileage not mentioned; set to null. No explicit aftermarket mods mentioned.",VinFast,Feliz,2023.0,,False
1756,No explicit brand/model/year/mileage information in title/description; cannot extract definite values.,,,,,False
1757,Brand detected: VinFast. Model detected: Feliz. Production year stated as 2025. Mileage not mentioned; set to null.,VinFast,Feliz,2025.0,,False
1758,No identifying information about brand/model/year/mileage available in title/description.,,,,,False
1759,Brand detected: VinFast. Model detected: Feliz. Production year stated as 2022. Mileage not mentioned; set to null.,VinFast,Feliz,2022.0,,False
1766,Brand detected as VinFast; model Vero X. No year or mileage mentioned; no aftermarket mods indicated.,VinFast,Vero X,,,False
1767,Brand not in the standard mapping; model Neos; year 2025 explicitly mentioned; mileage 4600 km noted in description; no mods indicated.,,Neos,2025.0,4600.0,False
1768,Brand not specified; model V1; no year/mileage information.,,V1,,,False
1769,Brand mapped to Dat Bike from DK Bike; model EZ1; no year/mileage information.,Dat Bike,EZ1,,,False
1770,Brand mapped to Dat Bike from DK Bike; model V1; no year/mileage information.,Dat Bike,V1,,,False
1771,Brand not in standard list; model extracted as Vespa; no year or mileage mentioned; no aftermarket mods.,,Vespa,,,False
1772,Brand not in standard list; model extracted as JVC ZH; no year/mileage; no mods.,,JVC ZH,,,False
1773,"Dat Bike S2 identified; brand mapped to Dat Bike, model S2; no year/mileage; no mods.",Dat Bike,S2,,,False
1774,X-Men model; brand not in standard list; no year/mileage; no mods.,,X-Men,,,False
1775,V1 Plus model identified; brand not in standard list; new/stock status mentioned but not year/mileage; no mods.,,V1 Plus,,,False
1760,Brand VinFast detected; model Feliz; year 2025 mentioned; no mileage; no aftermarket mods.,VinFast,Feliz,2025.0,,False
1761,Brand not in standard list; model Gucci detected; year/mileage not mentioned; no mods.,,Gucci,,,False
1762,Brand not specified; model BEFORE ALL detected; year null; mileage null; no mods.,,BEFORE ALL,,,False
1763,Brand VinFast detected; model Evo 200; year 2025 mentioned; mileage null.,VinFast,Evo 200,2025.0,,False
1764,Brand Dibao detected; model Vespa; year null; mileage null; no mods.,Dibao,Vespa,,,False
1776,"Brand Yadea; model Velax H. No production year or mileage mentioned. Notable aftermarket components detected (ghép khiển, đèn trợ sáng, mạch Passing).",Yadea,Velax H,,,True
1777,"Brand Dibao; model Pansy S4. Odometer 8000 km. Battery was replaced (lắp bình mới 100%), indicating aftermarket modification.",Dibao,Pansy S4,,8000.0,True
1778,Brand unknown; description vague for model. No mileage or year specified. No clear aftermarket mods.,,,,,False
1779,Brand VinFast; model Vero X. Year mentioned as 2026 in title. Odometer 500 km. Noted accessory 'đồ chơi cho yên dài ra' indicating seat/ergonomic modification.,VinFast,Vero X,2026.0,500.0,True
1780,Brand VinFast; model EvoGrand. No year or mileage mentioned. No aftermarket modifications detected.,VinFast,EvoGrand,,,False
1781,Brand VinFast; model Vero X; mileage 1200 km; aftermarket mods: rear rack added; year: null.,VinFast,Vero X,,1200.0,True
1782,Brand not disclosed; model PromaX; no mileage or year stated; no aftermarket mods.,,PromaX,,,False
1783,"Brand VinFast; model Evo Lite Neo; new, no mileage/year stated; no aftermarket mods.",VinFast,Evo Lite Neo,,,False
1784,Brand not stated; model Lavia GX; year 2026; mileage not mentioned; no aftermarket mods.,,Lavia GX,2026.0,,False
1785,Brand VinFast; model Impes; mileage 16000 km; no aftermarket mods.,VinFast,Impes,,16000.0,False
1786,Brand: VinFast (standardized). Model: Impess. Imputed_year: null. Imputed_mileage_km: null. Has_aftermarket_mods: false.,VinFast,Impess,,,False
1787,Brand: not in standard list -> null. Model: Gogo Cross New. Imputed_year: 2026. Imputed_mileage_km: null. Has_aftermarket_mods: false.,,Gogo Cross New,2026.0,,False
1788,Brand: not in standard list -> null. Model: Milan II. Imputed_year: 2026. Imputed_mileage_km: null. Has_aftermarket_mods: false.,,Milan II,2026.0,,False
1789,Brand: not in standard list -> null. Model: Nispa Osakar. Imputed_year: 2026. Imputed_mileage_km: null. Has_aftermarket_mods: false.,,Nispa Osakar,2026.0,,False
1790,Brand: not in standard list -> null. Model: Vespa V3. Imputed_year: 2026. Imputed_mileage_km: null. Has_aftermarket_mods: false.,,Vespa V3,2026.0,,False
1796,"Brand inferred from model 'Feliz', commonly marketed by VinFast; no explicit year or mileage mentioned.",VinFast,Feliz,,,False
1797,Brand explicitly present as Dibao; model 'Gogo'; no mileage/year specified.,Dibao,Gogo,,,False
1798,Brand explicitly Dibao; model 'Vespa'; no mileage/year.,Dibao,Vespa,,,False
1800,Brand Honda; model Icone; description states an ODO of 2406 km; treat as mileage.,Honda,Icone,,2406.0,False
1801,Brand VinFast; model Impes; description notes used but no numeric mileage/year.,VinFast,Impes,,,False
1791,"Brand VinFast, model Vision, year 2026 inferred from title; mileage not mentioned; no aftermarket mods detected.",VinFast,Vision,2026.0,,False
1792,Listing mentions Feliz (and Evo200) by VinFast; select Feliz as primary model with year 2025; mileage not specified in main entry; no aftermarket mods.,VinFast,Feliz,2025.0,,False
1793,"Brand VinFast, model Vero X, registration year 2026; mileage 400 km mentioned; no aftermarket mods.",VinFast,Vero X,2026.0,400.0,False
1794,Brand unknown (Quantum S1); model Quantum S1; mileage 2000 km; no aftermarket mods.,,Quantum S1,,2000.0,False
1795,Brand unknown (Quantum S2); model Quantum S2; mileage 11353 km; no aftermarket mods.,,Quantum S2,,11353.0,False
1807,"No year or mileage mentioned. The title/model hints at 'Type3 Pro', but the brand is not in the standard mapping.",,Type3 Pro,,,False
1808,Year 2025 inferred from title. ODO ~3000 km stated as 'odo 3k'. Brand mapped to VinFast. Model extracted as 'Feliz Neo'. No aftermarket mods indicated.,VinFast,Feliz Neo,2025.0,3000.0,False
1809,No year or mileage mentioned. Title refers to model 'V1' with no brand in the standard set.,,V1,,,False
1810,No year or mileage mentioned. Describes 'Moka' as the model; no brand in the standard set.,,Moka,,,False
1811,Model stated as 'Vespa 946 v3'; brand not in the standard mapping; mileage/year not provided.,,Vespa 946 v3,,,False
1802,Year inferred from title as 2025. Brand not identifiable from information. Model inferred as 'Vc 2025'. Mileage not specified. No aftermarket mods indicated.,,Vc 2025,2025.0,,False
1803,Odo reading present: 1200km. Year inferred as 2025 from registration note. Brand not identifiable. Model inferred as 'Vento'. No aftermarket mods indicated.,,Vento,2025.0,1200.0,False
1804,Model inferred as 'K1'. No year or mileage information available. No aftermarket mods indicated.,,K1,,,False
1805,Brand identified as VinFast. Model identified as 'Evo Grand Lite'. No year or mileage information available. No aftermarket mods indicated.,VinFast,Evo Grand Lite,,,False
1806,Model inferred as 'Gogo'. No year or mileage information available. No aftermarket mods indicated.,,Gogo,,,False
1818,Brand not in standardized list; model inferred from title as 'Victoria'; no year/mileage; no aftermarket mods.,,Victoria,,,False
1819,VinFast Feliz II detected; model set to 'Feliz II'; no year/mileage; new with seal; no aftermarket mods.,VinFast,Feliz II,,,False
1820,Detected Yadea Ossy model from title; brand Yadea; no year/mileage; no mods.,Yadea,Ossy,,,False
1821,No brand or model explicitly stated; fields remain null.,,,,,False
1822,Model detected as 'GR55'; brand not provided/recognized; no year/mileage; no mods.,,GR55,,,False
1812,"Model detected: Evo 200. Year identified as 2025. Odometer read as 15,000 km. Brand not stated in listing.",,Evo 200,2025.0,15000.0,False
1813,"Brand identified: Dat Bike. Model identified: Quantum. Year identified: 2024. Odometer not explicitly numeric in description (listed as < 11,000 km), so mileage is set to null.",Dat Bike,Quantum,2024.0,,False
1815,Brand not specified. Model identified: Kaiser Vario. Year and mileage not mentioned.,,Kaiser Vario,,,False
1816,"Brand identified: Yadea. Model identified: Voltguard. Year identified: 2023. Odometer read as 14,000 km.",Yadea,Voltguard,2023.0,14000.0,False
1817,Brand not specified. Model identified: J203S. Year and mileage not mentioned.,,J203S,,,False
1823,VinFast EVO GRAND listed; no year/mileage mentioned; no aftermarket mods detected.,VinFast,EVO GRAND,,,False
1824,VinFast Evogrand listed; no year/mileage mentioned; no aftermarket mods detected.,VinFast,Evogrand,,,False
1825,Yadea X5 2021; year stated; no mileage mentioned; no aftermarket mods detected.,Yadea,X5,2021.0,,False
1826,VinFast Evo; battery swap/replace mentioned; no year/mileage mentioned; no aftermarket mods detected.,VinFast,Evo,,,False
1827,VinFast Evo Grand Lite listed; no year/mileage mentioned; no aftermarket mods detected.,VinFast,Evo Grand Lite,,,False
1833,Brand not identifiable; model Sonia; no year/mileage mentioned; no mods.,,Sonia,,,False
1834,"Honda Future Fi, year 2024, odo 4600km; financing available; no mods.",Honda,Future Fi,2024.0,4600.0,False
1835,Listing contains multiple bikes; extracted first item VinFast Vero X (2026) with 400km.,VinFast,Vero X,2026.0,400.0,False
1836,VinFast Klara S; year and mileage not specified; no mods.,VinFast,Klara S,,,False
1837,No brand or model specified; only color mentioned; features set to null where applicable.,,,,,False
1828,Brand VinFast detected; model parsed as EVO LITE GRAND; no year or mileage mentioned; no aftermarket mods identified.,VinFast,EVO LITE GRAND,,,False
1829,Brand not in allowed list; model set to Vespa DK bike; no year/mileage mentioned; no mods.,,Vespa DK bike,,,False
1830,Brand not in allowed list; model set to Vespa đèn vuông; no year/mileage mentioned; no mods.,,Vespa đèn vuông,,,False
1831,Brand VinFast detected; model parsed as Feliz II; no year/mileage mentioned; no mods.,VinFast,Feliz II,,,False
1832,Brand VinFast detected; model parsed as Impe; ODO mileage 1706 km mentioned (approximate first decimal dropped); no year; no mods.,VinFast,Impe,,1706.0,False
1838,Brand not in standard list (unknown DK Bike). Model V1. Year 2025 extracted from title. Mileage 3000 km. No documented aftermarket mods.,,V1,2025.0,3000.0,False
1839,Brand Yadea. Model Oris. Mileage ~100 km. Year not mentioned.,Yadea,Oris,,100.0,False
1840,Brand VinFast. Model Evo Grand Lite. Year/mileage not specified.,VinFast,Evo Grand Lite,,,False
1841,Brand not in standard list. Model Milan. Year/mileage unknown.,,Milan,,,False
1842,Brand not in standard list. Model Milan II. Year/mileage unknown.,,Milan II,,,False
1843,Detected VinFast brand; model Evo Max; year not specified in title/desc; mileage not provided; no aftermarket mods inferred.,VinFast,Evo Max,,,False
1844,Year 2025 mentioned; model Evo200; brand VinFast; no mileage; no mods.,VinFast,Evo200,2025.0,,False
1845,Year 2024 mentioned; model Evo200; brand VinFast; odometer 10000+ mentioned; set mileage to 10000.,VinFast,Evo200,2024.0,10000.0,False
1846,Year 2024 mentioned; model Evo200; brand VinFast; mileage not specified.,VinFast,Evo200,2024.0,,False
1847,Listing mentions Quantum S1 with several units; includes aftermarket modification (upgraded suspension). Brand not identifiable; model set to Quantum S1.,,Quantum S1,,,True
1848,Brand: Dat Bike; Model: S1; Imputed Year: 2025; Imputed Mileage Km: 6000; Has Aftermarket Mods: false.,Dat Bike,S1,2025.0,6000.0,False
1849,Brand: Dat Bike; Model: S1; Imputed Year: null; Imputed Mileage Km: 10000; Has Aftermarket Mods: false.,Dat Bike,S1,,10000.0,False
1850,Brand: VinFast; Model: Feliz; Imputed Year: 2026; Imputed Mileage Km: null; Has Aftermarket Mods: false.,VinFast,Feliz,2026.0,,False
1851,Brand: VinFast; Model: Feliz S; Imputed Year: 2023; Imputed Mileage Km: 25000; Has Aftermarket Mods: false.,VinFast,Feliz S,2023.0,25000.0,False
1852,Brand: not mapped (null); Model: Xmen; Imputed Year: null; Imputed Mileage Km: null; Has Aftermarket Mods: false.,,Xmen,,,False
1853,Detected VinFast brand and Evo200 model from title. No year or mileage stated; no aftermarket mods mentioned.,VinFast,Evo200,,,False
1854,"Detected VinFast brand with Evo Lite Neo model. Production year 2025 stated as sx2025; mileage around 3,000 km (explicit 3.000 km). No aftermarket mods mentioned.",VinFast,Evo Lite Neo,2025.0,3000.0,False
1855,Detected 'BeforeAll SH' in title; brand not in standard list so set brand null. Model inferred as 'BeforeAll SH'. No year or mileage stated. No mods mentioned.,,BeforeAll SH,,,False
1856,Detected VinFast Feliz 2025; mileage around 50 km; full accessories mentioned; no explicit aftermarket modifications.,VinFast,Feliz 2025,2025.0,50.0,False
1857,Used electric motorcycle; no year or mileage specified; brand and model not stated.,,,,,False
1858,Brand not in standard list; model inferred as 'Lihaze z5'; no mileage or year mentioned; no explicit aftermarket mods.,,Lihaze z5,,,False
1859,Giant is a standard brand; model extracted as 'm133 plus'; no mileage/year info; no aftermarket mods mentioned.,Giant,m133 plus,,,False
1860,Brand 'Dat Bike' is standard; model 'Quantum'; mileage present as 797 km (ODO). Year and mods unknown.,Dat Bike,Quantum,,797.0,False
1861,Brand not in standard list; model 'Nio S'; mileage mentioned as 'đi 80km' implying 80 km usage; year unknown.,,Nio S,,80.0,False
1862,Brand not in standard list; model 'Hugo S3'; no mileage/year or mods mentioned.,,Hugo S3,,,False
1863,No explicit brand/model/year/mileage; only Vespa referenced by color and availability of installments; no aftermarket mods mentioned.,,,,,False
1864,Brand: Dibao; Model: PansyS; no year/mileage; no aftermarket mods.,Dibao,PansyS,,,False
1865,No brand/model/year/mileage information available; all features null; no aftermarket mods mentioned.,,,,,False
1866,"Title mentions Yamaha, which is not in the allowed standard brands list; brand set to null; model unknown.",,,,,False
1867,Vintage Solex 3800 with year 1966 mentioned; model set to Solex 3800; brand unknown; no aftermarket mods.,,Solex 3800,1966.0,,False
1879,Brand: VinFast; Model: Klara A1; Imputed mileage_km: 45; Imputed year: null; Has aftermarket mods: false,VinFast,Klara A1,,45.0,False
1880,Brand: Dibao; Model: Tesla SD; Imputed mileage_km: null; Imputed year: null; Has aftermarket mods: false,Dibao,Tesla SD,,,False
1881,Brand: VinFast; Model: Impes; Imputed mileage_km: null; Imputed year: null; Has aftermarket mods: false,VinFast,Impes,,,False
1882,Brand: VinFast; Model: Impes; Imputed mileage_km: null; Imputed year: null; Has aftermarket mods: false,VinFast,Impes,,,False
1883,Brand: Unknown; Model: V1; Imputed mileage_km: null; Imputed year: null; Has aftermarket mods: false,,V1,,,False
1868,Brand not in standard list; model parsed as 'XMEN F1'; year and mileage not provided; aftermarket mods not indicated.,,XMEN F1,,,False
1869,Brand not in standard list; model parsed as 'Weaver 200'; year and mileage not provided; no aftermarket mods indicated.,,Weaver 200,,,False
1870,Brand not in standard list; model parsed as 'Vespa 946'; year and mileage not provided; no aftermarket mods indicated.,,Vespa 946,,,False
1871,Brand not in standard list; model parsed as 'VEROX'; mileage mentioned as 600 km; year not provided; no aftermarket mods indicated.,,VEROX,,600.0,False
1872,Brand recognized as 'Yadea' (in standard list); model parsed as 'Ocean'; year and mileage not provided; no aftermarket mods indicated.,Yadea,Ocean,,,False
1873,No explicit year or mileage in title/desc. Brand not in standard list; model inferred as Xmen. No aftermarket mods mentioned.,,Xmen,,,False
1874,Two Quantum S1 electric motorcycles listed. Mileage 6500 km. At least one unit upgraded with YSS suspension (aftermarket modification). Brand not in standard list; model is Quantum S1.,,Quantum S1,,6500.0,True
1875,Vespa-branded electric scooter; brand not in standard list; model inferred as Vespa. No mileage/year mentioned; no aftermarket mods.,,Vespa,,,False
1877,Mentions FelizS model with 2025; year 2025 implied; mileage not mentioned; no aftermarket mods indicated.,,FelizS,2025.0,,False
1878,Quantum S1 white; mileage 1000 km mentioned; wrap decals noted (aftermarket modification). Brand not in standard list; model Quantum S1.,,Quantum S1,,1000.0,True
1884,VinFast Evo200 identified from title; mileage 4670 km extracted from description; no aftermarket mods mentioned.,VinFast,Evo200,,4670.0,False
1885,Brand Vespa not in the standard brand mapping; unable to determine a standardized brand/model from the description.,,,,,False
1886,VinFast Viper identified from title; no mileage or year information provided; no aftermarket mods mentioned.,VinFast,Viper,,,False
1887,VinFast Amio identified; mileage 60 km per full charge mentioned in description; no aftermarket mods mentioned.,VinFast,Amio,,60.0,False
1888,No brand/model/mileage/year information provided in title/description; no aftermarket mods mentioned.,,,,,False
1899,Brand identified: VinFast. Model identified: Evogand. No year or mileage information found. No aftermarket mods mentioned.,VinFast,Evogand,,,False
