Ngày đăng,Tên xe,Tên người bán,Địa chỉ,Năm sản xuất,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Màu ngoại thất,Số chỗ ngồi,Số cửa,Mô tả,Link,Website,vehicle_type,Giá_VND,brand,car_model,battery_status,is_accident_free,has_aftermarket_mods
2026-05-14,Bán Xe đạp điện màu Type 1,Tú Thì Lú,"Quận Hoàn Kiếm, Hà Nội",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe Đạp điện màu xanh lá, thiết kế trẻ trung, năng động. 
 - Vận hành êm ái, tiết kiệm năng lượng. 
 - Phù hợp di chuyển trong thành phố.
Xe Chất .",https://xe.chotot.com/mua-ban-xe-dap/132373659.htm,chotot.com,xe_dap_dien,10500000.0,Khác,Khác,Không rõ,True,False
2026-05-14,Xe đạp điện Adiman Hồng Hư pin,linh,"Thành phố Hội An, Quảng Nam",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,xe điện bị hư pin cần bán anh em cần mua gọi điện trực tiếp cảm ơn ,https://xe.chotot.com/mua-ban-xe-dap/132373464.htm,chotot.com,xe_dap_dien,1000000.0,Khác,Khác,Không rõ,True,False
2026-05-14,Xe đạp điện Tai LG 500W,Huy Đồng,"Thành phố Biên Hòa, Đồng Nai",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Trả góp bao nợ xấu
Thủ tục nhanh chóng 
Ko giữ CMND/CCCD
Bảo mật thông tin khách hàng
Hỗ trợ 0 trả trước
Bảo hành chính hãng 2 năm",https://xe.chotot.com/mua-ban-xe-dap/128902010.htm,chotot.com,xe_dap_dien,1210000.0,Khác,Khác,Không rõ,True,False
2026-05-13,Xe đạp điện Venus Xanh ngọc,Thành Công,"Huyện Phú Giáo, Bình Dương",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,Cần bán chiếc xe đạp điên ít sài tình trạng mới tay bình chưa đc tháng còn bảo hành xe,https://xe.chotot.com/mua-ban-xe-dap/132367432.htm,chotot.com,xe_dap_dien,5000000.0,Khác,Venus,Không rõ,True,False
2026-05-13,Xe đạp điện Moka Xanh nhạt Đã sử dụng,XE ĐIỆN CŨ SÓNG THẦN ,"Thành phố Thủ Đức, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"BÁN XE ĐẠP ĐIỆN cũ Moka Giá:4tr100.Xe đẹp,4 bình khoẻ .chạy khoảng 20-25km/1 lần xạc.Xe Ở Cầu Vượt Sóng Thần/ Thủ Đức .",https://xe.chotot.com/mua-ban-xe-dap/132220336.htm,chotot.com,xe_dap_dien,4100000.0,Khác,Moka,Không rõ,True,False
2026-05-13,Xe đạp điện màu Đỏ đã sử dụng,Phu Nguyen,"Thành phố Thuận An, Bình Dương",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện màu đỏ, phù hợp cho cả nam và nữ mới 96%. 
 - Thiết kế nhỏ gọn, dễ điều khiển. 
 - Tiện lợi di chuyển trong thành phố. 
 - Động cơ bền bỉ, tiết kiệm điện.
xem xe ngã 6 An Phú Bình Dương cũ 
***",https://xe.chotot.com/mua-ban-xe-dap/132359610.htm,chotot.com,xe_dap_dien,4800000.0,Khác,Khác,Không rõ,True,False
2026-05-13,"Xe đạp điện SunRa và ninja,133",Hung,"Huyện Phú Tân, An Giang",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện SunRa và  ninja , thiết kế trẻ trung, năng động. 
 - Xe chạy êm, bền bỉ. 
 - Phù hợp đi học, đi làm, dạo phố. 
 - Tiết kiệm chi phí.",https://xe.chotot.com/mua-ban-xe-dap/132358272.htm,chotot.com,xe_dap_dien,3500000.0,Khác,Khác,Không rõ,True,False
2026-05-13,Xe đạp điện Hàn Quốc màu Bạc,Gia An,"Huyện Nhơn Trạch, Đồng Nai",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,Cần bán e đạp điện đi còn ngon hãng Hàn Quốc,https://xe.chotot.com/mua-ban-xe-dap/132357199.htm,chotot.com,xe_dap_dien,3500000.0,Khác,Khác,Không rõ,True,False
2026-05-13,Xe đạp điện 133m màu Đen,Ninh,"Huyện Thái Thụy, Thái Bình",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện 133m màu đen, thiết kế gọn gàng, phù hợp đi lại trong thành phố. 
 - Động cơ bền bỉ, vận hành êm ái. 
 - Tiết kiệm năng lượng, dễ dàng sạc điện. 
 - Xe sẵn sàng sử dụng.",https://xe.chotot.com/mua-ban-xe-dap/132353171.htm,chotot.com,xe_dap_dien,3300000.0,Khác,133m,Không rõ,True,False
2026-05-13,Xe đạp điện Sun Su S10,XE ĐIỆN  trả góp Quang Chung ,"Huyện Hóc Môn, Tp Hồ Chí Minh",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"sun su s10 
chất lượng lắp bốn bình tốt 
bảo hành lên tới ba năm
",https://xe.chotot.com/mua-ban-xe-dap/132351528.htm,chotot.com,xe_dap_dien,8500000.0,Khác,Sun Su S10,Không rõ,True,True
2026-05-13,Xe đạp điện 2 xe cap Pega xe mua về . bình ok,Quách khải tuấn,"Quận Bình Thạnh, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện cap xe màu xanh 3tr700.. . xe đỏ 4tr ...40km một lần sạc màu , xe trưa rửa..thiết kế nhỏ gọn, phù hợp cho nữ.
 - Dễ điều khiển, di chuyển linh hoạt trong phố.
 - Tiết kiệm chi phí nhiên liệu.
có Chào đôi ta các loại xe 
 bù chừ tính sao
Xem xe tại nhà ",https://xe.chotot.com/mua-ban-xe-dap/132080808.htm,chotot.com,xe_dap_dien,3500000.0,Khác,Khác,Không rõ,True,False
2026-12-05,Xe đạp điện ADO A28 Lite Xám Đã sử dụng,Trần Lâm,"Quận Ba Đình, Hà Nội",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Pass lại ADO A28 Lite mới 99% – còn BH 14 tháng

Mình pass lại chiếc ADO A28 Lite do hiện ít dùng tới. Xe mới đi hơn 1 tháng nên còn rất mới, đi cực thích và trợ lực rất nhàn.

✔ Mua chính hãng tại *** – 109 Trần Duy Hưng
✔ Còn bảo hành 14 tháng
✔ Pin khỏe, trợ lực mượt, chạy rất êm
✔ Form đẹp, đi phố hoặc đi cafe cực hợp


Đã đầu tư thêm đồ chơi:

- Yên béo ngồi cực êm
- Gác để chân
- Đệm yên ba-ga chở người sau

Xe mình giữ kỹ nên ngoại hình gần như mới tinh, mua về đi luôn.

📍Địa chỉ nhà mình: 47 Văn Cao, Ngọc Hà, Hà Nội
📍SĐT: ***",https://xe.chotot.com/mua-ban-xe-dap/132350591.htm,chotot.com,xe_dap_dien,18400000.0,Khác,A28 Lite,Không rõ,True,True
2026-12-05,Xe đạp điện,Hoang,"Huyện Trảng Bom, Đồng Nai",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,Dư dùng nên bán. Xe (như hình) Bình còn ngon. xe ở thị trấn Trảng Bom ,https://xe.chotot.com/mua-ban-xe-dap/132350345.htm,chotot.com,xe_dap_dien,2800000.0,Khác,Khác,Không rõ,True,False
2026-12-05,Xe đạp điện màu Trắng,Hoangquy,"Quận Hoàng Mai, Hà Nội",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện màu trắng, thiết kế phù hợp cho cả nam và nữ.
 - Kiểu dáng hiện đại, nhỏ gọn.
 - Di chuyển tiện lợi trong thành phố.
 - Tiết kiệm chi phí phù hợp cho hssv, giá rẻ",https://xe.chotot.com/mua-ban-xe-dap/132348226.htm,chotot.com,xe_dap_dien,3100000.0,Khác,Khác,Không rõ,True,False
2026-12-05,Xe đạp điện M133 màu Đỏ,Nguyen ,"Thành phố Qui Nhơn, Bình Định",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Chật nhà nên bán xe đạp điện m133, ai cần mua cho con đi học, hoặc đi chợ, cafe thì liên hệ nhé.",https://xe.chotot.com/mua-ban-xe-dap/132348193.htm,chotot.com,xe_dap_dien,2000000.0,Khác,M133,Không rõ,True,False
2026-12-05,Xe đạp điện Ebike G10 Sport,KHO SỈ XE ĐIỆN ĐỒNG NAI,"Thành phố Biên Hòa, Đồng Nai",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện Ebike G10 Sport, thiết kế thể thao, cá tính.
 - Nhiều màu sắc: Đen, Xanh, Đỏ, Xám.
 - Động cơ mạnh mẽ, vận hành êm ái.
 - Phù hợp đi học, đi làm, dạo phố.",https://xe.chotot.com/mua-ban-xe-dap/132348083.htm,chotot.com,xe_dap_dien,5300000.0,Khác,Ebike G10 Sport,Không rõ,True,False
2026-12-05,BÁN lại xe đạp điện : JVC g9 Giá: 6tr700 bình k,XE ĐIỆN HUY BẢO ,"Thành phố Dĩ An, Bình Dương",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"BÁN lại xe đạp điện : JVC g9 Đỏ 
Giá: 6tr700   bình khỏe , xe zin đẹp 90%
xe ở Cầu Vượt Sóng Thần quốc lộ 1A 
☎️LH: ***",https://xe.chotot.com/mua-ban-xe-dap/132347184.htm,chotot.com,xe_dap_dien,6700000.0,Khác,JVC g9,Không rõ,True,False
2026-12-05,"Xe đạp điện Sonsu Camel Đen, Xanh",Thiện Nghĩa,"Huyện Cờ Đỏ, Cần Thơ",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"xe cũ sonsu camel
xe chạy tốt bao êm 
bão hành 6th 
liên hệ trực tiếp hoặc sdt :***",https://xe.chotot.com/mua-ban-xe-dap/132346220.htm,chotot.com,xe_dap_dien,4900000.0,Khác,Sonsu Camel,Không rõ,True,False
2026-12-05,"Xe đạp điện 133 Đỏ, Đen",Nhật An,"Quận Bình Tân, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,pass rẽ cho anh em ở bình tân xe 133 bao keng combo nhỏ bánh 1k5 6b nhỏ ic2k tặng cho ae con votol 80s,https://xe.chotot.com/mua-ban-xe-dap/132342824.htm,chotot.com,xe_dap_dien,7500000.0,Khác,Khác,Không rõ,True,False
2026-12-05,XE ĐIỆN HKBIKE,trần châu,"Thành phố Sóc Trăng, Sóc Trăng",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Bán xe điện HKBIKE chạy 4 bình các chức năng hoạt động tốt lưu ý hàng có bảo hành 3 tháng cho ace yên tâm mua sữ dụng 
",https://xe.chotot.com/mua-ban-xe-dap/132340545.htm,chotot.com,xe_dap_dien,3100000.0,Khác,HKBIKE,Không rõ,True,False
2026-12-05,Xe đạpđiện x-sport trả góp - bao nợ xấu - cần cccd,NHƯ ĐIỆN MÁY TRẢ GÓP LÊ TRIỀU,"Quận 12, Tp Hồ Chí Minh",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện X-SPORT trả góp 
- Xe đạp điện mẫu mã đơn giản 
- Nam nữ đều chạy được 
- Kiểu dáng sang trọng , hiện đại 
- Bán trả góp 
- Góp không qua ngân hàng 
- Bao nợ xấu 
- Chỉ cần cccd
- Góp tuần/ tháng 
LIÊN HỆ : INB EM NGAY",https://xe.chotot.com/mua-ban-xe-dap/125545612.htm,chotot.com,xe_dap_dien,1500000.0,Khác,Khác,Không rõ,True,False
2026-12-05,Xe đạp điện màu Xám Đã sử dụng,XE ĐIỆN HUY BẢO ,"Thành phố Thủ Đức, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"BÁN XE ĐẠP ĐIỆN CŨ : Giá: 8tr200 
5 bình khỏe 
xe ở Cầu Vượt Sóng Thần quốc lộ 1A 
☎️LH: Có trao đổi xe điện cũ",https://xe.chotot.com/mua-ban-xe-dap/132338906.htm,chotot.com,xe_dap_dien,8200000.0,Khác,Khác,Không rõ,True,False
2026-12-05,Xe đạp trợ lực điện 2 pin 36V-350W,Trọng Nguyễn Văn,"Huyện Gia Lâm, Hà Nội",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp trợ lực điện, động cơ 2 pin 36V-350W. 
 - Vận tốc tối đa 45km/h. 
 - Quãng đường trợ lực 120km/sạc. 
 - Xe phù hợp đi lại hàng ngày, tập thể dục
số *** nhé",https://xe.chotot.com/mua-ban-xe-dap/132337533.htm,chotot.com,xe_dap_dien,12000000.0,Khác,Khác,Không rõ,True,False
2026-12-05,Xe đạp điện Yadea i5s Đỏ trắng Như mới,lê duy phước,"Quận Bình Thạnh, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện i5s. Mua xong để đó không chạy nên còn như mới.

Hết bình nên cần thay bình mới.",https://xe.chotot.com/mua-ban-xe-dap/132337294.htm,chotot.com,xe_dap_dien,7000000.0,Khác,i5s,Không rõ,True,False
2026-12-05,BÁN GẤP XE ĐẠP ĐIỆN GÒ VẤP,TRỊNHMY LAND,"Quận Gò Vấp, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,E dư chiếc xe đạp điện đang chạy ai cần ib em ở gò vấp nhé,https://xe.chotot.com/mua-ban-xe-dap/132336650.htm,chotot.com,xe_dap_dien,2600000.0,Khác,Khác,Không rõ,True,False
2026-12-05,Xe đạp điện 133 Xanh,Nguyễn Kiên Anh,"Thị xã Bến Cát, Bình Dương",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,thanh lý rẻ xe điện 133 giá rẻ chỉ 4tr200k xe chạy êm đèn còi xi nhan xạc đầy đủ có síp ,https://xe.chotot.com/mua-ban-xe-dap/132335633.htm,chotot.com,xe_dap_dien,4200000.0,Khác,đạp điện 133,Không rõ,True,False
2026-12-05,Xe đạp điện TAILG GR55- BÁN TRẢ GÓP,THIÊN Ý ĐIỆN MÁY TRẢ GÓP,"Thành phố Thuận An, Bình Dương",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện TAILG GR55 màu xám, thiết kế hiện đại, vận hành êm ái.
 - Xe mới, chưa qua sử dụng.
 - Giá tư nhân",https://xe.chotot.com/mua-ban-xe-dap/132333380.htm,chotot.com,xe_dap_dien,5100000.0,Khác,GR55,Không rõ,False,False
2026-11-05,nhà dư xe cần bán gấp,Thảo,"Thành phố Thuận An, Bình Dương",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,nhà chật dư xe cần bán gấp xe đẹp chắc chắn phu hợp với các chị em đi chợ hoặc đi làm chở con đi chơi hoặc các con đi học rất tiện ,https://xe.chotot.com/mua-ban-xe-dap/132328248.htm,chotot.com,xe_dap_dien,2800000.0,Khác,Khác,Không rõ,True,False
2026-11-05,Xe đạp điện màu Xanh dương,khánh,"Huyện Nhơn Trạch, Đồng Nai",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,dư bán nên xe đạp điện ai cần mua cho con đi học hay đi chợ thì liên hệ nhez ,https://xe.chotot.com/mua-ban-xe-dap/132326254.htm,chotot.com,xe_dap_dien,3500000.0,Khác,Khác,Không rõ,True,False
2026-11-05,Xe đạp điện ASAMA màu Bạc,Nguyễn Nghiêm Dũng,"Quận 4, Tp Hồ Chí Minh",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,Để chat Nha nên muốn bán chiếc xe đạp điện ÁMA này bình thay mới mấy tháng nên rất khỏe để chat Nha nên bán giá 2tr9 anh em nào có nhu cầu thì alo giúp mình nha,https://xe.chotot.com/mua-ban-xe-dap/132324149.htm,chotot.com,xe_dap_dien,2900000.0,Khác,ASAMA,Không rõ,True,False
2026-11-05,Xe đạp điện Mactin 107 màu Đỏ đen,trần thị thu hạnh ,"Huyện Gò Dầu, Tây Ninh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện mactin 107 ,xe chạy được 2 năm, máy móc vẫn còn rất tốt,xe còn mới thay bình được 1 lần ,xe màu đỏ đen,anh chị nào cần thì liên hệ e ạ ☺️",https://xe.chotot.com/mua-ban-xe-dap/129821280.htm,chotot.com,xe_dap_dien,5500000.0,Khác,Mactin 107,Không rõ,True,False
2026-11-05,Xe đạp điện V1 màu Xám,Trần đạt,"Huyện Bến Cầu, Tây Ninh",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Bên em có tất cả các dòng v1, k1, genz, vespa,...
Xe bên em lắp 5 bình lớn có nhiều sự lựa chọn cho anh chị nào có nhu cầu sở hữu 1 em về vi vu ạ
Giá bên em vô cùng cạnh tranh chỉ từ 12.xx với vô vàng quà tặng từ phía cửa hàng
Chế độ bảo hành dài giúp anh chị yên tâm trong quá trình sử dụng cũng như trải nghiệm xe đạp điện đời mới nhất
Bên em cũng có chương trình thu cũ đổi mới cũng như trả góp không cần trả trước dành cho anh chị nào có nhu cầu ạ
Bên em có nhận giao xe nếu anh chị không có thời gian đến cửa hàng ạ
Địa chỉ cửa hàng : ấp rừng dầu, xã bến cầu tỉnh tây ninh (xã tiên thuận cũ)
Anh chị có nhu cầu sở hữu em nó đừng ngại nhắn em nha 
Cảm ơn rất nhiều !!!",https://xe.chotot.com/mua-ban-xe-dap/132320713.htm,chotot.com,xe_dap_dien,12000000.0,Khác,Khác,Không rõ,True,False
2026-11-05,Xe đạp điện màu Xanh dương,Bảo An,"Quận Hồng Bàng, Hải Phòng",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"#Xe đạp điện có bàn đạp 
           Siêu cu te dễ thương
   ✅Xe Sơn nhựa đẹp như ảnh đăng 
   ✅Ác quy 4b to khỏe 
   ✅Kiểu dáng nhỏ nhắn xinh xắn dễ thao tác 
   ✅Mọi chức năng hoạt động tốt 
Ac mua cho cháu đi hoặc các bà đi chợ hết ý 
        GIÁ E BÁN công khai 5x😜
Xem xe và mua bán tại : 
    Cửa hàng xe máy Cao Thăng 
Số 11, QL5 cũ,cống trắng , quán toan, Hải Phòng 
#xemaygiagie #xedienhocsinh #xedien 
#uytin #giacanhtranh #muabanxemaycu",https://xe.chotot.com/mua-ban-xe-dap/132319452.htm,chotot.com,xe_dap_dien,5500000.0,Khác,Khác,Không rõ,True,False
2026-11-05,Xe đạp điện Pega Bình mới,gac Hktac,"Quận 8, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Bình mới có bảo hành
Giá có thương lượng
Xe 2 chìa khoá
***
12a bis Bùi Minh Trực phường 5 quận 8 Thành phố Hồ Chí Minh",https://xe.chotot.com/mua-ban-xe-dap/132317829.htm,chotot.com,xe_dap_dien,7800000.0,Khác,Khác,Bình mới,True,False
2026-11-05,Xe đạp điện M133 công suất 650W,Lê Hiếu Điện Máy Trả Góp,"Huyện Hóc Môn, Tp Hồ Chí Minh",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện màu đen, dùng tốt.
 * Xe chạy êm ái, tiết kiệm điện.
 * Ngoại hình còn đẹp.
 * Phù hợp cho việc 

-  ĐIỆN MÁY LÊ TRIỀU  - GÓP TRỰC TIẾP CỬA HÀNG - GIAO NHANH TẬN NHÀ - BẢO HÀNH TẠI NHÀ
Chuyên: Tivi, Máy Lạnh, Tủ Lạnh, Máy Giặt…
• Ưu đãi đặc biệt:
- Hỗ trợ mua trả góp tại nhà – không cần qua ngân hàng
- Thủ tục siêu nhanh, chỉ cần CCCD
- Lắp đặt – vận chuyển – bảo hành tận nơi
- Cam kết hàng chính hãng, kiểm tra kỹ trước khi nhận
- Có nhân viên hỗ trợ làm hồ sơ tại nhà
- já góp 01 tháng",https://xe.chotot.com/mua-ban-xe-dap/126144859.htm,chotot.com,xe_dap_dien,1250000.0,Khác,Khác,Không rõ,True,False
2026-11-05,Xe đạp điện JUKA BIKE JK8 PRO Đỏ,KHO SỈ XE ĐIỆN ĐỒNG NAI,"Thành phố Biên Hòa, Đồng Nai",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện JUKA BIKE JK8 PRO màu đỏ, thiết kế phù hợp cho cả nam và nữ. 
 - Kiểu dáng thể thao, năng động. 
 - Động cơ mạnh mẽ, di chuyển êm ái. 
 - Pin bền, quãng đường đi xa.",https://xe.chotot.com/mua-ban-xe-dap/132313202.htm,chotot.com,xe_dap_dien,14000000.0,Khác,Khác,Không rõ,True,False
2026-11-05,Xe đạp điện,Thái Bình,"Thành phố Thủ Dầu Một, Bình Dương",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Cần bán xe đạp điện ,còn bảo hành 3 tháng",https://xe.chotot.com/mua-ban-xe-dap/131020960.htm,chotot.com,xe_dap_dien,3300000.0,Khác,Khác,Không rõ,True,False
2026-11-05,"Xe đạp điện, bình mới 100%",Thái Bình,"Thành phố Thủ Dầu Một, Bình Dương",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Cần bán xe đã qua sử dụng, bình mới 100%, bình còn bảo hành 1 năm",https://xe.chotot.com/mua-ban-xe-dap/131121461.htm,chotot.com,xe_dap_dien,4100000.0,Khác,Khác,Bình còn bảo hành 1 năm,True,False
2026-11-05,Xe đạp điện XSPORT MỚI CHÍNH HÃNG- LONG AN,THIÊN Ý ĐIỆN MÁY TRẢ GÓP,"Thành phố Tân An, Long An",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"XE ĐẠP ĐIỆN XSPORT CHÍNH HÃNG giá tốt
Hỗ trợ trả góp
Giá trên là giá góp",https://xe.chotot.com/mua-ban-xe-dap/132310785.htm,chotot.com,xe_dap_dien,4100000.0,Khác,XSPORT,Không rõ,True,False
2026-11-05,XE ĐIỆN TAILG HỖ TRỢ TRẢ GÓP B.A.O N.Ợ X.Ấ.U,Trả Góp Nhanh,"Quận 12, Tp Hồ Chí Minh",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Bạn đang cần xe điện Tailg nhưng chưa đủ tiền trả thẳng?
Bên mình hỗ trợ trả góp nhanh – không cần ngân hàng – duyệt tại nhà.

✅ Chỉ cần CCCD
✅ Hô trợ làm hồ sơ tại nhà
✅ Duyệt hồ sơ nhanh trong ngày
✅ Giao xe tận nhà – nhận xe trước trả sau

Xe điện TAILG là thương hiệu xe điện lớn được thành lập từ năm 2003, có hàng chục nghìn cửa hàng và hàng triệu người dùng trên thế giới.
Xe nổi bật với động cơ mạnh, tiết kiệm điện, vận hành êm và chi phí sử dụng thấp nên rất được học sinh – sinh viên và người đi làm lựa chọn.

📦 Hỗ trợ giao xe tận nhà – thủ tục cực đơn giản

📞 Liên hệ ngay tư vấn trả gópBạn đang cần xe điện Tailg nhưng chưa đủ tiền trả thẳng?
Bên mình hỗ trợ trả góp nhanh – không cần ngân hàng – duyệt tại nhà.

✅ Chỉ cần CCCD
✅ Hô trợ làm hồ sơ tại nhà
✅ Duyệt hồ sơ nhanh trong ngày
✅ Giao xe tận nhà – nhận xe trước trả sau

Xe điện TAILG là thương hiệu xe điện lớn được thành lập từ năm 2003, có hàng chục nghìn cửa hàng và hàng triệu người dùng trên thế giới.
Xe nổi bật với động cơ mạnh, tiết kiệm điện, vận hành êm và chi phí sử dụng thấp nên rất được học sinh – sinh viên và người đi làm lựa chọn.

📦 Hỗ trợ giao xe tận nhà – thủ tục cực đơn giản

📞 Liên hệ ngay tư vấn trả góp",https://xe.chotot.com/mua-ban-xe-dap/131121547.htm,chotot.com,xe_dap_dien,1008989.0,Khác,Khác,Không rõ,True,False
2026-11-05,Xe đạp điện LG GR55 Trắng ở Hóc Môn Hồ CHí Minh,Huy Đồng,"Huyện Hóc Môn, Tp Hồ Chí Minh",2024.0,Mới,0.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe đạp điện tai Lg Gr55 mẫu mới công suất mạnh Phù hợp sinh viên và học sinh
Trả góp bao nợ xấu
Thủ tục nhanh chóng 
Ko giữ CMND/CCCD
Bảo mật thông tin khách hàng
Hỗ trợ 0 trả trước
Bảo hành chính hãng 2 năm
Không chi phú phát sinh",https://xe.chotot.com/mua-ban-xe-dap/132309152.htm,chotot.com,xe_dap_dien,1056000.0,Khác,GR55,Không rõ,True,False
2026-11-05,cần thanh lý,An An,"Thành phố Thủ Đức, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,1100.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Xe còn mới, chạy cực êm và tiết kiệm.
Pin còn rất tốt, sạc nhanh – đi học, đi làm hay đi chơi đều tiện.
Ngoại hình đẹp, giữ kỹ nên nhìn rất xịn.
Xe chính chủ, giấy tờ đầy đủ, mua về chỉ việc chạy.
👉 Giá còn thương lượng nhẹ cho người thiện chí.
1100KM",https://xe.chotot.com/mua-ban-xe-dap/132309077.htm,chotot.com,xe_dap_dien,10000000.0,Khác,Khác,"Pin còn rất tốt, sạc nhanh",True,False
2026-10-05,Xe đạp điện Bomeli màu Xanh dương,Be Tien Yun,"Thành phố Thủ Đức, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,Bán xe đạp điện Bomeli chạy bình thường . Không cần thay gì hết. Do mua xe máy nên bán lại. ,https://xe.chotot.com/mua-ban-xe-dap/132306261.htm,chotot.com,xe_dap_dien,1900000.0,Khác,Bomeli,Không rõ,True,False
2026-10-05,xe điện giá rẻ,Ngọc Hoa,"Quận Ngũ Hành Sơn, Đà Nẵng",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"nhà dư cần bán 
xe đã độ lên 6 bình điện hiện tại hư 2 bình đã lấy ra còn 4 bình",https://xe.chotot.com/mua-ban-xe-dap/132301739.htm,chotot.com,xe_dap_dien,2500000.0,Khác,Khác,Không rõ,True,True
2026-10-05,"Xe đạp điện màu Đỏ, Hồng",cầm đồ hoàng lạc,"Quận Gò Vấp, Tp Hồ Chí Minh",2024.0,Đã qua sử dụng,12000.0,Việt Nam,Xe đạp điện,Đang cập nhật,2,0,"Thanh lí xe đạp điện giá rẻ xe chạy ok , đông cơ xin xò , giá chưa bình , lấy bình cộng thêm 700k , có sạc .cho bình vào là chạy .,giá 1chiếc .",https://xe.chotot.com/mua-ban-xe-dap/132301163.htm,chotot.com,xe_dap_dien,2200000.0,Khác,Khác,Không rõ,True,False
